name,state,place_type,subtype,favorite,lon,lat
Hitchcock Lake,FL,camps, ,FALSE,-84.654,30.082
Hog Island - Withlacoochee State Forest,FL,camps,SF,FALSE,-82.239,28.619
Holder Mine - Withlacoochee State Forest,FL,camps,SF,FALSE,-82.381,28.803
Hontoon Island State Park,FL,camps,SP,FALSE,-81.361,28.973
Hopkins Prairie,FL,camps,NF,FALSE,-81.692,29.277
Horseshoe Beach County Park,FL,camps,CP,FALSE,-83.293,29.44
Huguenot City Park,FL,camps,CP,FALSE,-81.421,30.409
Hurlburt Field Military,FL,camps,MIL,FALSE,-86.697,30.409
Indian Prairie Canal RA,FL,camps,CP,FALSE,-80.97,27.06
Jacksonville NAS RV Military,FL,camps,MIL,FALSE,-81.682,30.22
Jetty Park,FL,camps,CP,FALSE,-80.595,28.406
John Pennekamp - Coral Reef State Park,FL,camps,SP,FALSE,-80.41,25.127
Jonathan Dickinson State Park,FL,camps,SP,FALSE,-80.101,27.003
Juniper Springs,FL,camps,NF,FALSE,-81.71,29.182
Karick Lake Lower - Blackwater River State Forest,FL,camps,SF,FALSE,-86.645,30.894
Karick Lake Upper  - Blackwater River State Forest,FL,camps,SF,FALSE,-86.641,30.896
Kelly,FL,camps,CP,FALSE,-81.502,28.757
Kenwood Rec Area,FL,camps, ,FALSE,-81.869,29.519
Kissimmee Prairie State Park,FL,camps,SP,FALSE,-81.023,27.539
Koreshan Historic State Park,FL,camps,SP,FALSE,-81.815,26.431
Lake Arbuckle Co Park,FL,camps,CP,FALSE,-81.418,27.721
Lake Delancy,FL,camps,NF,FALSE,-81.786,29.431
Lake Dorr,FL,camps,NF,FALSE,-81.637,29.012
Lake Eaton,FL,camps,NF,FALSE,-81.866,29.252
Lake Griffin State Rec Area,FL,camps,SP,FALSE,-81.903,28.858
Lake Kissimmee State Park,FL,camps,SP,FALSE,-81.38,27.969
Lake Louisa State Park,FL,camps,SP,FALSE,-81.721,28.456
Lake Manatee State Park,FL,camps,SP,FALSE,-82.349,27.475
Lake Monroe,FL,camps,CP,FALSE,-81.322,28.841
Lake Stone,FL,camps,CP,FALSE,-87.294,30.97
Larry and Penny Thompson Park,FL,camps,CP,FALSE,-80.405,25.602
Lithia Springs,FL,camps,CP,FALSE,-82.228,27.865
Little Manatee River State Park,FL,camps,SP,FALSE,-82.381,27.658
Little Talbot Island State Park,FL,camps,SP,FALSE,-81.416,30.46
Long Key State Park,FL,camps,SP,FALSE,-80.824,24.817
Long Pine Key - Everglades National Park,FL,camps,NP,FALSE,-80.647,25.417
Long Point,FL,camps,CP,FALSE,-80.47,27.872
Mack,FL,camps,NF,FALSE,-84.644,30.096
Magnolia County Park,FL,camps,CP,FALSE,-81.551,28.634
Manatee Cove Military - Patrick AFB,FL,camps,MIL,FALSE,-80.615,28.238
Manatee Hammock Park,FL,camps,CP,FALSE,-80.783,28.504
Manatee Springs State Park,FL,camps,SP,FALSE,-82.966,29.496
Marathon Military,FL,camps,MIL,FALSE,-81.106,24.71
Markham Park,FL,camps,CP,FALSE,-80.36,26.127
Mid Bay Shores Military,FL,camps,MIL,FALSE,-86.418,30.455
Mike Roess Gold Head State Park,FL,camps,SP,FALSE,-81.961,29.847
Monument Lake - Big Cypress National Preserve,FL,camps,NP,FALSE,-81.114,25.869
Moss/Split Oak,FL,camps,CP,FALSE,-81.189,28.381
Mullet Lake County Park,FL,camps,CP,FALSE,-81.139,28.789
Mutual Mine - Withlacoochee State Forest,FL,camps,SF,FALSE,-82.355,28.756
Myakka River State Park,FL,camps,SP,FALSE,-82.315,27.24
Myron B. Hodge City Park,FL,camps,CP,FALSE,-84.499,30.051
Neals Landing Park,FL,camps,CP,FALSE,-85.008,30.975
Newport County Park,FL,camps,CP,FALSE,-84.176,30.199
Oak Grove Military - Pensacola NAS,FL,camps,MIL,FALSE,-87.314,30.343
Ocean Pond,FL,camps,NF,FALSE,-82.44,30.248
Ochlockonee River State Park,FL,camps,SP,FALSE,-84.503,30
Okee-Tantie Campground and Marina,FL,camps,CP,FALSE,-80.868,27.151
Oleno State Park,FL,camps,SP,FALSE,-82.609,29.92
Ortona South,FL,camps,COE,FALSE,-81.309,26.788
Oscar Scherer State Park,FL,camps,SP,FALSE,-82.477,27.17
Osprey Cove Military - Mayport NS,FL,camps,MIL,FALSE,-81.404,30.338
Otter Springs County Park,FL,camps,CP,FALSE,-82.941,29.642
Pahokee State Park,FL,camps,SP,FALSE,-80.668,26.824
Panama City CSS Military,FL,camps,MIL,FALSE,-85.754,30.182
Parramore Landing,FL,camps,CP,FALSE,-84.945,30.87
Paynes Prairie State Park,FL,camps,SP,FALSE,-82.298,29.519
Pelican Roost RV Military - Mayport NS,FL,camps,MIL,FALSE,-81.401,30.394
Phipps County Park,FL,camps,CP,FALSE,-80.283,27.111
Pine Log State Forest,FL,camps,SF,FALSE,-85.882,30.429
Princess Place Preserve,FL,camps,CP,FALSE,-81.24,29.654
Quiet Waters Park,FL,camps,CP,FALSE,-80.153,26.306
Raccoon Creek Military - MacDill AFB,FL,camps,MIL,FALSE,-82.487,27.827
Rainbow Springs State Park,FL,camps,SP,FALSE,-82.422,29.088
Raptor Ranch - Tyndall AFB Military,FL,camps,MIL,FALSE,-85.613,30.095
River Jct - Withlacoochee State Forest,FL,camps,SF,FALSE,-82.201,28.573
Rocky Bayou State Park,FL,camps,SP,FALSE,-86.433,30.496
Rodman Recreation Area,FL,camps,SP,FALSE,-81.801,29.521
Ross Prairie,FL,camps,SP,FALSE,-82.295,29.042
Saddle Creek County Park,FL,camps,CP,FALSE,-81.886,28.056
Salt Springs,FL,camps,NF,FALSE,-81.732,29.357
Santos Rec Area State Park,FL,camps,SP,FALSE,-82.094,29.106
Savannas Recreational Park,FL,camps,CP,FALSE,-80.306,27.382
Sebastian Inlet State Park,FL,camps,SP,FALSE,-80.446,27.856
Shanty Pond Recreation Area,FL,camps,NF,FALSE,-81.727,29.329
Shell Mound County Park,FL,camps,CP,FALSE,-83.063,29.209
Shired Creek County Park,FL,camps,CP,FALSE,-83.202,29.398
Sigsbee RV Military - Key West NAS,FL,camps,MIL,FALSE,-81.77,24.584
Silver Lake,FL,camps, ,FALSE,-84.407,30.406
Silver Lake  - Withlacoochee State Forest,FL,camps,SF,FALSE,-82.218,28.576
Silver River State Park,FL,camps,SP,FALSE,-82.051,29.201
South Bay RV County Park,FL,camps,CP,FALSE,-80.733,26.681
St. Andrews State Park,FL,camps,SP,FALSE,-85.743,30.135
St. George Island State Park,FL,camps,SP,FALSE,-84.742,29.722
St. Joseph Peninsula State Park,FL,camps,SP,FALSE,-85.395,29.75
St. Lucie Lock,FL,camps,COE,FALSE,-80.284,27.111
Stephen Foster State Park,FL,camps,SP,FALSE,-82.76,30.33
Suwannee River State Park,FL,camps,SP,FALSE,-83.166,30.378
T.Y. Park,FL,camps, ,FALSE,-80.171,26.039
Three Rivers State Park,FL,camps,SP,FALSE,-84.937,30.739
Tillis Hill  - Withlacoochee State Forest,FL,camps,SF,FALSE,-82.418,28.73
Tomoka State Park,FL,camps,SP,FALSE,-81.085,29.342
Topeekeegee Yugnee County Park,FL,camps,CP,FALSE,-80.171,26.039
Topsail Hill Preserve State Park,FL,camps,SP,FALSE,-86.3,30.375
Torreya State Park,FL,camps,SP,FALSE,-84.951,30.57
Trimble County Park,FL,camps,CP,FALSE,-81.657,28.768
Turkey Lake City Park,FL,camps,CP,FALSE,-81.481,28.506
W. P. Franklin,FL,camps,COE,FALSE,-81.693,26.724
Wekiwa Springs State Park,FL,camps,SP,FALSE,-81.463,28.709
Whitehead,FL,camps,NF,FALSE,-84.675,30.165
Wickham Park,FL,camps,CP,FALSE,-80.663,28.165
Williams Landing,FL,camps,CP,FALSE,-84.52,30.447
Withlacoochee River Park,FL,camps,CP,FALSE,-82.12,28.343
Wright Lake,FL,camps,NF,FALSE,-85.005,30.001
A.H. Stephens State Park,GA,camps,SP,FALSE,-82.897,33.558
Altamaha County Park,GA,camps,CP,FALSE,-81.607,31.427
Amicalola Falls State Park,GA,camps,SP,FALSE,-84.251,34.554
Andersonville City Campground,GA,camps,CP,FALSE,-84.134,32.196
Andrews Cove,GA,camps,NF,FALSE,-83.737,34.778
Arrowhead County Park,GA,camps,CP,FALSE,-83.801,32.82
Bald Ridge Creek,GA,camps,COE,FALSE,-84.087,34.21
Barrington County Park,GA,camps,CP,FALSE,-81.615,31.481
Ben Hill Landing County Park,GA,camps,CP,FALSE,-83.008,31.775
Big Hart - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.513,33.615
Black Rock Mountain State Park,GA,camps,SP,FALSE,-83.402,34.918
Blanton Creek Park,GA,camps,UTIL,FALSE,-85.095,32.729
Blanton Creek Park,GA,camps,UTIL,FALSE,-85.109,32.743
Blythe Island Regional Park,GA,camps,CP,FALSE,-81.546,31.154
Bobby Brown State Park,GA,camps,SP,FALSE,-82.589,33.979
Boggs Creek,GA,camps,NF,FALSE,-83.892,34.689
Bolding Mill,GA,camps,COE,FALSE,-83.952,34.339
Broad River - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.627,33.973
Brush Creek County Park,GA,camps,CP,FALSE,-85.083,33.207
Bussey Point Wilderness Area,GA,camps, ,FALSE,-82.263,33.701
Central City Park - State Fairgrounds,GA,camps,CP,FALSE,-83.618,32.835
Charleston County Park,GA,camps,CP,FALSE,-84.048,34.248
Chattahoochee Bend State Park,GA,camps,SP,FALSE,-84.972,33.426
Chestnut Ridge,GA,camps,COE,FALSE,-83.97,34.184
Clark Creek North - Allatoona Lake,GA,camps,COE,FALSE,-84.683,34.105
Clark Creek South - Allatoona Lake,GA,camps,COE,FALSE,-84.683,34.101
Clay Hill - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.443,33.665
Claystone County Park,GA,camps,CP,FALSE,-83.776,32.829
Cloudland Canyon State Park,GA,camps,SP,FALSE,-85.49,34.816
Cochran Mill County Park,GA,camps,CP,FALSE,-84.704,33.546
Coheelee Creek County Park,GA,camps,CP,FALSE,-85.085,31.308
Cooper Creek,GA,camps,NF,FALSE,-84.068,34.763
Coosa River County Park,GA,camps,CP,FALSE,-85.256,34.198
Cotton Hill,GA,camps,COE,FALSE,-85.062,31.675
Cottonwood Patch,GA,camps,NF,FALSE,-84.639,34.982
Crooked River State Park,GA,camps,SP,FALSE,-81.562,30.841
Dames Ferry County Park,GA,camps,CP,FALSE,-83.726,33.019
Deep Hole,GA,camps,NF,FALSE,-84.14,34.74
Desoto Falls,GA,camps,NF,FALSE,-83.912,34.71
Dobbins Lakeside Military,GA,camps,MIL,FALSE,-84.522,33.922
Dockery Lake,GA,camps,NF,FALSE,-83.975,34.674
Doll Mountain,GA,camps,COE,FALSE,-84.622,34.61
Duckett Mill,GA,camps,COE,FALSE,-83.929,34.312
Eagle Hammock RV Military - Kings Bay NSB,GA,camps,MIL,FALSE,-81.55,30.772
Earl May Boat Basin,GA,camps,CP,FALSE,-84.594,30.901
Eastbank - Lake Seminole,GA,camps,COE,FALSE,-84.851,30.718
Elijah Clark State Park,GA,camps,SP,FALSE,-82.403,33.854
F.D. Roosevelt State Park,GA,camps,SP,FALSE,-84.815,32.839
Faceville Landing - Lake Seminole,GA,camps,COE,FALSE,-84.667,30.788
Falling Rocks County Park,GA,camps,CP,FALSE,-82.371,31.94
Florence Marina State Park,GA,camps,SP,FALSE,-85.043,32.09
Fort McAllister State Park,GA,camps,SP,FALSE,-81.212,31.886
Fort Mountain State Park,GA,camps,SP,FALSE,-84.694,34.761
Fort Yargo State Park,GA,camps,SP,FALSE,-83.734,33.985
Frank Gross,GA,camps,NF,FALSE,-84.149,34.703
Gatewood County Park,GA,camps,CP,FALSE,-84.72,34.172
General Coffee State Park,GA,camps,SP,FALSE,-82.756,31.509
George L Smith State Park,GA,camps,SP,FALSE,-82.125,32.545
Georgia Mountain Fair Campground,GA,camps,CP,FALSE,-83.774,34.967
Georgia Veterans State Park,GA,camps,SP,FALSE,-83.912,31.968
Gordonia-Alatamaha State Park,GA,camps,SP,FALSE,-82.128,32.085
Grassy Pond Military,GA,camps,MIL,FALSE,-83.239,30.657
Hales Landing - Lake Seminole,GA,camps,COE,FALSE,-84.662,30.847
Hamburg State Park,GA,camps,SP,FALSE,-82.778,33.207
Hard Labor Creek State Park,GA,camps,SP,FALSE,-83.602,33.66
Harris Branch,GA,camps, ,FALSE,-84.624,34.603
Hart State Park,GA,camps,SP,FALSE,-82.911,34.377
Hesters Ferry - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.539,33.937
Hickory Gap,GA,camps,NF,FALSE,-84.672,34.894
Hidden Creek,GA,camps,NF,FALSE,-85.073,34.516
High Falls State Park,GA,camps,SP,FALSE,-84.021,33.179
Holbrook Pond Military - Fort Stewart,GA,camps,MIL,FALSE,-81.562,31.913
Holiday,GA,camps,COE,FALSE,-85.192,33.003
Indian Springs State Park,GA,camps,SP,FALSE,-83.92,33.245
Jacks River Fields,GA,camps,NF,FALSE,-84.517,34.863
James H Sloppy Floyd State Park,GA,camps,SP,FALSE,-85.337,34.44
James Shackleford County Park,GA,camps,CP,FALSE,-83.844,33.989
Jekyll Island County Park,GA,camps,CP,FALSE,-81.413,31.106
John Tanner State Park,GA,camps,SP,FALSE,-85.167,33.602
Kolomoki Mounds State Park,GA,camps,SP,FALSE,-84.948,31.468
Lake Allatoona Military - Fort McPherson,GA,camps,MIL,FALSE,-84.716,34.098
Lake Chatuga,GA,camps,TVA,FALSE,-83.78,34.955
Lake Conasauga,GA,camps,NF,FALSE,-84.65,34.861
Lake Conasauga Overflow,GA,camps,NF,FALSE,-84.65,34.857
Lake Leitner Military,GA,camps,MIL,FALSE,-82.255,33.37
Lake Russell,GA,camps,NF,FALSE,-83.495,34.494
Lake Sinclair,GA,camps,NF,FALSE,-83.395,33.208
Lake Winfield Scott,GA,camps,NF,FALSE,-83.97,34.739
Lake Yonah County Park,GA,camps,CP,FALSE,-83.343,34.68
Laura S. Walker State Park,GA,camps,SP,FALSE,-82.214,31.144
Laurel Park - Lake Lanier,GA,camps,CP,FALSE,-83.808,34.353
Lawrence Shoals,GA,camps,UTIL,FALSE,-83.168,33.352
Little Ocmulgee State Park,GA,camps,SP,FALSE,-82.885,32.092
Lotts Island Army Airfield RV Military - Hunter AAF,GA,camps,MIL,FALSE,-81.185,31.988
Low Gap Creek,GA,camps,NF,FALSE,-83.783,34.751
Macedonia,GA,camps, ,FALSE,-84.689,34.181
Magnolia Springs State Park,GA,camps,SP,FALSE,-81.958,32.874
Marine Albany RV Military,GA,camps,MIL,FALSE,-84.034,31.553
McIntosh Reserve Park,GA,camps,CP,FALSE,-84.952,33.447
McKaskey Creek - Allatoona Lake,GA,camps,COE,FALSE,-84.722,34.192
McKinney - Allatoona Lake,GA,camps,COE,FALSE,-84.693,34.115
Miltown,GA,camps,COE,FALSE,-82.867,34.417
Mistletoe State Park,GA,camps,SP,FALSE,-82.385,33.643
Moccasin Creek State Park,GA,camps,SP,FALSE,-83.589,34.845
Morganton Point,GA,camps,NF,FALSE,-84.244,34.869
Mulky,GA,camps,NF,FALSE,-84.072,34.762
Newton Factory Shoals Rec Area,GA,camps,CP,FALSE,-83.826,33.448
Oconee River,GA,camps,NF,FALSE,-83.291,33.721
Oconee Springs County Park,GA,camps,CP,FALSE,-83.2,33.293
Old Federal,GA,camps,COE,FALSE,-83.949,34.222
Old Hwy 41 - Allatoona Lake,GA,camps,COE,FALSE,-84.713,34.09
Old Salem,GA,camps,UTIL,FALSE,-83.21,33.394
Parks at Chehaw,GA,camps,CP,FALSE,-84.138,31.617
Parks Ferry,GA,camps,UTIL,FALSE,-83.267,33.515
Paulk City Park,GA,camps,CP,FALSE,-83.259,31.701
Payne - Allatoona Lake,GA,camps,COE,FALSE,-84.619,34.121
Paynes Creek,GA,camps,COE,FALSE,-82.967,34.471
Petersburg - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.261,33.66
Pocket,GA,camps,NF,FALSE,-85.083,34.586
Pointes West Military - Fort Gordon,GA,camps,MIL,FALSE,-82.315,33.689
Poteete Creek,GA,camps,CP,FALSE,-84.098,34.948
Pyne Road Park,GA,camps,CP,FALSE,-85.156,33.024
R Shaefer Heard,GA,camps,COE,FALSE,-85.156,32.922
Rabun Beach,GA,camps,NF,FALSE,-83.474,34.754
Raysville - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.476,33.629
Red Top Mountain State Park,GA,camps,SP,FALSE,-84.713,34.148
Reed Bingham State Park,GA,camps,SP,FALSE,-83.54,31.161
Richard B. Russell State Park,GA,camps,SP,FALSE,-82.767,34.181
Ridge Road - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.264,33.677
Ridgeway,GA,camps, ,FALSE,-84.6,34.65
River Forks County Park,GA,camps,CP,FALSE,-83.904,34.288
River Junction - Lake Seminole,GA,camps,COE,FALSE,-84.857,30.739
Riverbend County Park,GA,camps,CP,FALSE,-84.911,32.245
Rivers End City Park,GA,camps,CP,FALSE,-80.852,32.022
Salacoa Creek Park,GA,camps,CP,FALSE,-84.759,34.531
Sandy Bottoms Rec. Area,GA,camps,NF,FALSE,-83.558,34.961
Sarahs Creek,GA,camps,NF,FALSE,-83.264,34.928
Sawnee,GA,camps,COE,FALSE,-84.077,34.18
Sea Camp - Cumberland Island Natl Seashore,GA,camps,NP,FALSE,-81.549,30.721
Seed Campground,GA,camps,UTIL,FALSE,-83.501,34.753
Seminole State Park,GA,camps,SP,FALSE,-84.879,30.805
Shady Grove,GA,camps,COE,FALSE,-84.037,34.21
Shoal Creek,GA,camps,COE,FALSE,-84.014,34.166
Skidaway Island State Park,GA,camps,SP,FALSE,-81.053,31.948
Spring Creek City Park,GA,camps,CP,FALSE,-84.742,31.172
Springfield,GA,camps,COE,FALSE,-82.822,34.441
Stateline,GA,camps,COE,FALSE,-85.219,33.015
Stephen C. Foster State Park,GA,camps,SP,FALSE,-82.361,30.827
Stone Mountain Park Campground,GA,camps,AUTH,FALSE,-84.144,33.807
Sweetwater - Allatoona Lake,GA,camps,COE,FALSE,-84.585,34.191
Tallulah Gorge State Park,GA,camps,SP,FALSE,-83.4,34.74
Tallulah River,GA,camps,NF,FALSE,-83.545,34.928
Tally Valley County Park,GA,camps,CP,FALSE,-85.262,33.734
Tate Branch,GA,camps,NF,FALSE,-83.553,34.954
The Parks at Chehaw City,GA,camps,CP,FALSE,-84.138,31.617
Toccoa Falls College RV Park,GA,camps,CP,FALSE,-83.358,34.594
Towns Bluff County Park,GA,camps,CP,FALSE,-82.507,31.948
Traders Hill County Park,GA,camps,CP,FALSE,-82.005,30.831
Tugaloo State Park,GA,camps,SP,FALSE,-83.082,34.502
Uchee Creek Military,GA,camps,MIL,FALSE,-84.959,32.306
Unicoi State Park,GA,camps,SP,FALSE,-83.722,34.724
Upper Chattahoochee River,GA,camps,NF,FALSE,-83.784,34.79
Upper Stamp Creek - Allatoona Lake,GA,camps,COE,FALSE,-84.679,34.203
VFW County Park,GA,camps,CP,FALSE,-85.143,33.811
Victoria - Allatoona Lake,GA,camps,COE,FALSE,-84.617,34.151
Victoria Bryant State Park,GA,camps,SP,FALSE,-83.159,34.299
Vogel State Park,GA,camps,SP,FALSE,-83.918,34.768
War Hill,GA,camps, ,FALSE,-83.963,34.335
Warner Robins AFB Military,GA,camps,MIL,FALSE,-83.567,32.593
Watsadlers,GA,camps,COE,FALSE,-82.842,34.344
Watson Mill Bridge State Park,GA,camps,SP,FALSE,-83.075,34.026
Whitetail Ridge,GA,camps,COE,FALSE,-85.183,33.022
Whitewater Creek County Park,GA,camps,CP,FALSE,-84.064,32.349
Wildcat 1,GA,camps,NF,FALSE,-83.619,34.828
Wildcat 2,GA,camps,NF,FALSE,-83.626,34.832
Wildwood County Park,GA,camps,CP,FALSE,-82.289,33.639
Winfield - Strom Thurmond Lake,GA,camps,COE,FALSE,-82.414,33.646
Woodring Branch,GA,camps,COE,FALSE,-84.641,34.627
World Famous Lake Military - Atlanta NAS,GA,camps,MIL,FALSE,-84.721,34.09
Alum Ford - Big South Fork Area,KY,camps,NP,FALSE,-84.547,36.764
Axtel - Rough River Lake,KY,camps,COE,FALSE,-86.454,37.624
Bacon Creek - DFWR,KY,camps,SFW,FALSE,-87.982,36.751
Baileys Point - Barren River Lake,KY,camps,COE,FALSE,-86.096,36.889
Barge Island - DFWR,KY,camps,SFW,FALSE,-88.204,36.908
Barren River Lake State Park,KY,camps,SP,FALSE,-86.062,36.854
Barren River Tailwater,KY,camps,COE,FALSE,-86.132,36.895
Beaver Creek - Glasgow,KY,camps, ,FALSE,-86.027,36.93
Bee Rock Rec Area,KY,camps,NF,FALSE,-84.317,37.029
Big Bone Lick State Park,KY,camps,SP,FALSE,-84.748,38.889
Big Turner Lake 1 - Ballard WMA,KY,camps,SFW,FALSE,-89.035,37.181
Birmingham Ferry/Smith Bay - LBL,KY,camps,NF,FALSE,-88.154,36.922
Blue Heron - Big South Fork Area,KY,camps,NP,FALSE,-84.519,36.677
Blue Licks State Park,KY,camps,SP,FALSE,-83.994,38.43
Boat Ramp - Elmer Davis Lake - DFWR,KY,camps,SFW,FALSE,-84.876,38.499
Boltz Lake Ramp - DFWR,KY,camps,SFW,FALSE,-84.621,38.706
Breaks Interstate Park,KY,camps,SP,FALSE,-82.298,37.293
Bruin Creek - DFWR,KY,camps,SFW,FALSE,-83.012,38.203
Buckhorn  Dam Rec Area - Buckhorn Lake,KY,camps,COE,FALSE,-83.47,37.345
Bullock Pen Lake Ramp - DFWR,KY,camps,SFW,FALSE,-84.64,38.799
Camp Carlson Military - Fort Knox,KY,camps,MIL,FALSE,-86.026,37.904
Canal - Lake Barkley,KY,camps,COE,FALSE,-88.21,36.996
Carr Creek State Park,KY,camps,SP,FALSE,-83.003,37.231
Carter Caves State Park,KY,camps,SP,FALSE,-83.118,38.372
Cave Creek - Rough River Lake,KY,camps,COE,FALSE,-86.499,37.569
Clay County Campground,KY,camps,CP,FALSE,-83.779,37.12
Clay Lick - DFWR,KY,camps,SFW,FALSE,-83.464,38.059
Clear Creek Rec Area,KY,camps,NF,FALSE,-83.586,38.046
Columbus - Belmont State Park,KY,camps,SP,FALSE,-89.11,36.766
Cravens Bay - LBL Lake Access,KY,camps,NF,FALSE,-88.048,36.962
Cumberland Falls State Park,KY,camps,SP,FALSE,-84.329,36.845
Cumberland Point - Lake Cumberland,KY,camps,COE,FALSE,-84.835,36.966
Dale Hollow State Park,KY,camps,SP,FALSE,-85.284,36.654
Destiny Parks Military - Fort Campbell,KY,camps,MIL,FALSE,-87.455,36.656
Devils Elbow Recreation Area,KY,camps,COE,FALSE,-87.964,36.795
Dog Creek - Nolin River Lake,KY,camps,COE,FALSE,-86.131,37.319
Eddy Creek Access - DFWR,KY,camps,SFW,FALSE,-88.023,37.005
Energy Lake - LBL,KY,camps,NF,FALSE,-88.017,36.855
Eureka - Lake Barkley,KY,camps,COE,FALSE,-88.197,37.023
Fall Creek,KY,camps, ,FALSE,-84.826,36.951
Fenton - LBL Lake Access,KY,camps,NF,FALSE,-88.106,36.775
Fenton Lake Access - DFWR,KY,camps,SFW,FALSE,-88.108,36.774
Fishing Creek - Lake Cumberland,KY,camps,CP,FALSE,-84.703,37.068
Fishing Pier - West Kentucky WMA,KY,camps,SFW,FALSE,-88.834,37.116
Fort Boonesborough State Park,KY,camps,SP,FALSE,-84.267,37.9
Fox Valley Rec Area,KY,camps,CP,FALSE,-83.616,38.388
Gatlin Point - LBL,KY,camps,NF,FALSE,-87.904,36.557
General Burnside State Park,KY,camps,SP,FALSE,-84.602,36.975
General Butler State Park,KY,camps,SP,FALSE,-85.144,38.667
German Bridge - Dewey Lake,KY,camps,COE,FALSE,-82.653,37.685
Gilbertsville Ramp - DFWR,KY,camps,SFW,FALSE,-88.281,37.018
Grapevine - Fishtrap Lake,KY,camps,COE,FALSE,-82.342,37.438
Grayson Lake State Park,KY,camps,SP,FALSE,-83.015,38.212
Great Meadows,KY,camps,NF,FALSE,-84.727,36.629
Green River Lake State Park,KY,camps,SP,FALSE,-85.337,37.272
Greenbo Lake State Park,KY,camps,SP,FALSE,-82.89,38.487
Grove Rec Area,KY,camps,NF,FALSE,-84.217,36.94
Guist Creek Lake County Park,KY,camps,CP,FALSE,-85.145,38.211
Halcombs Landing - DFWR,KY,camps,SFW,FALSE,-85.131,36.871
Hillman Ferry - LBL,KY,camps,NF,FALSE,-88.182,36.944
Holly Bay Rec Area,KY,camps,NF,FALSE,-84.267,36.982
Holmes Bend - Green River Lake,KY,camps,COE,FALSE,-85.267,37.215
Houchins Ferry  - Mammoth Cave National Park,KY,camps,NP,FALSE,-86.237,37.202
Hurricane Creek - Lake Barkley,KY,camps,COE,FALSE,-87.975,36.92
Jenny Wiley State Park,KY,camps,SP,FALSE,-82.729,37.697
John J. Audubon State Park,KY,camps,SP,FALSE,-87.552,37.874
Jones Creek - Lake Access,KY,camps,NF,FALSE,-88.052,36.681
Kendall Rec Area - Lake Cumberland,KY,camps,COE,FALSE,-85.148,36.88
Kenlake State Park,KY,camps,SP,FALSE,-88.148,36.762
Kentucky Dam Village State Park,KY,camps,SP,FALSE,-88.282,37.012
Kentucky Horse Park Campground,KY,camps,SP,FALSE,-84.514,38.141
Kincaid Lake State Park,KY,camps,SP,FALSE,-84.278,38.721
Koomer Ridge Rec Area,KY,camps,NF,FALSE,-83.633,37.784
Lake Barkley State Park,KY,camps,SP,FALSE,-87.915,36.848
Lake Cumberland State Park,KY,camps,SP,FALSE,-85.062,36.91
Lake Jericho Recreation Area,KY,camps,UTIL,FALSE,-85.279,38.435
Lake Malone State Park,KY,camps,SP,FALSE,-87.04,37.074
Lake Mauzy - Higgins-Henry WMA,KY,camps,SFW,FALSE,-87.856,37.615
Lake Shelby Campground,KY,camps,CP,FALSE,-85.221,38.231
Laurel Branch - Rough River Lake,KY,camps,COE,FALSE,-86.459,37.607
Levi Jackson Wilderness Road State Park,KY,camps,SP,FALSE,-84.043,37.079
Littcarr - Carr Creek Lake,KY,camps,COE,FALSE,-82.948,37.237
Logan-Hubble County Park,KY,camps,CP,FALSE,-84.617,37.587
Mammoth Cave - Mammoth Cave National Park,KY,camps,NP,FALSE,-86.097,37.184
Maysville River Park Marina,KY,camps,CP,FALSE,-83.731,38.642
Meschan Bridge Ramp - DFWR,KY,camps,SFW,FALSE,-87.894,36.871
Moffitt Rec Area,KY,camps,CP,FALSE,-87.847,37.577
Moutardier - Nolin River Lake,KY,camps,COE,FALSE,-86.234,37.319
My Old Kentucky Home State Park,KY,camps,SP,FALSE,-85.451,37.805
Narrows Boat Ramp - DFWR,KY,camps,SFW,FALSE,-86.066,36.902
Natural Bridge State Park,KY,camps,SP,FALSE,-83.681,37.78
Nickell Branch,KY,camps,NF,FALSE,-88.2,36.988
Nolin River State Park,KY,camps,SP,FALSE,-86.204,37.295
North Fork - DFWR,KY,camps,SFW,FALSE,-83.38,38.062
North Fork - Rough River Lake,KY,camps,COE,FALSE,-86.436,37.631
Paintsville Lake State Park,KY,camps,SP,FALSE,-82.859,37.833
Paragon,KY,camps,NF,FALSE,-83.395,38.048
Pennyrile Forest State Park,KY,camps,SP,FALSE,-87.668,37.139
Pikes Ridge - Green River Lake,KY,camps,COE,FALSE,-85.322,37.246
Pine Mountain State Park,KY,camps,SP,FALSE,-83.702,36.742
Piney  - LBL,KY,camps,NF,FALSE,-88.036,36.487
Pisgah Bay - DFWR,KY,camps,SFW,FALSE,-88.169,36.937
Portal 31 RV Park,KY,camps,CP,FALSE,-82.909,36.963
Ramp - West Kentucky WMA,KY,camps,SFW,FALSE,-88.797,37.138
Redd Hollow - LBL,KY,camps,NF,FALSE,-88.074,36.713
Renfro Valley Boat Dock,KY,camps,CP,FALSE,-84.331,37.385
