name,state,lon,lat,website
Tallgrass Prairie Preserve,OK,-96.43,36.8,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2637
Boundary Creek WMA,ID,-116.56639,48.97889,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2643
Red Desert,WY,-108,41,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2698
Snowy Range Peaks,WY,-106,41,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2699
Ninemile Draw,WY,-108,42,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2700
Lake Helena,MT,-111.9306,46.6967,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2947
Appleton-Whittell Research Ranch (NAS) IBA,AZ,-110.5048605,31.58722316,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=1230
Wickiup Reservoir,OR,-121.7257,43.6784,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2581
Bitterroot River,MT,-114.078,46.632,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2821
Maxwell National Wildlife Refuge,NM,-104.5867,36.56944,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=599
Lake Cascade,ID,-116.08333,44.58333,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2642
Canyon Ferry Wildlife Management Area,MT,-111.5043,46.3554,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2942
Arivaca Cienaga/Arivaca Creek IBA,AZ,-111.319822,31.56912087,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=898
Bowdoin National Wildlife Refuge,MT,-107.6828,48.4051,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2930
Red Rock Lakes National Wildlife Refuge,MT,-111.75,44.633,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2931
Pablo National Wildlife Refuge,MT,-114.15,47.6333,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2953
South Hills,ID,-114.28333,42.18333,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2770
Medicine Lake National Wildlife Refuge,MT,-104.4166,48.4666,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2933
Charles M. Russell National Wildlife Refuge,MT,-107.25,47.75,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2934
Missouri Headwaters State Park,MT,-111.5008,45.9283,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2948
Ninepipe National Wildlife Refuge,MT,-114.1186,47.4424,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2952
Wichita Mountains National Wildlife Refuge,OK,-98.69,34.74,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3005
Powder/Carter Sage-steppe,MT,-104.5,45.4,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3065
Leahy Junction - Moses Coulee,WA,-119.625,47.68194,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3208
Conboy Lake,WA,-121.2808,45.9714,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3198
Sprague Lake,WA,-118.0619,47.2592,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3205
Banks Lake Complex,WA,-119.26222,47.74417,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3199
Umatilla,WA,-119.68777,45.875,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3206
Bridger Sage-steppe,MT,-108.9,45.2,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3302
Henry's Lake,ID,-111.399,44.637,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3257
Emory Pass,NM,-107.75,32.91667,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=1542
National Bison Range,MT,-114.2182,47.3294,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2951
Glacier National Park,MT,-113.7172,48.6966,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=2954
Spring Park Reservoir,CO,-107.08639,39.44306,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3317
Balcones Canyonlands Preserve,TX,-97.84,30.37,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3308
Beaverhead Sage-steppe,MT,-113,45.2,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3301
Glaciated Prairie Sage-steppe,MT,-107.7,48,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3304
Mussellshell Sage-steppe,MT,-108.5,47.1,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3303
Olympic Continental Shelf,WA,-124.76666,47.85,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3348
Fort Lewis,WA,-122.58333,47.00139,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3356
Fort Niobrara National Wildlife Refuge,NE,-100.455,42.8862,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3729
Zion National Park UT20,UT,-112.97417,37.2175,https://gis.audubon.org/portal/apps/dashboards/1742bc47f980490da9c23e23dc4d5e86#site=3400
