"lat","lon","open","sites","elev"
"42.25500","-85.34600"," ","51"," "
"43.66400","-84.94900"," "," "," "
"46.22100","-86.43600","early may-late sep","32"," "
"43.75800","-85.90100"," ","6"," "
"46.19500","-86.56100"," ","5"," "
"46.15300","-86.60900","mid apr-mid sep","9"," "
"46.75200","-88.94000"," ","21"," "
"42.30000","-86.32600"," ","60"," "
"44.97700","-85.18800"," ","48"," "
"43.86700","-85.19000"," ","90"," "
"44.32800","-85.28400"," ","52"," "
"43.43500","-85.66500"," "," "," "
"46.69500","-85.36000","all year","22"," "
"46.46400","-90.18300"," "," "," "
"46.45900","-86.26100","all year","6"," "
"44.89900","-86.02000"," ","85"," "
"46.07800","-88.18300"," ","10"," "
"42.61700","-85.45300"," ","120"," "
"46.32500","-88.32400","all year","12","1569"
"45.95800","-84.00100","all year","21"," "
"43.61300","-85.81300"," ","60"," "
"44.20300","-85.93400"," ","8"," "
"44.13200","-85.99700"," ","20"," "
"45.99800","-83.78800"," ","48"," "
"44.21800","-85.00700","all year"," "," "
"46.46600","-85.94400","all year","19"," "
"45.15600","-85.14000"," "," "," "
"44.27800","-83.49200"," "," "," "
"44.25200","-86.29800"," "," "," "
"42.54400","-84.83500"," ","340"," "
"43.42100","-85.78700"," ","60"," "
"46.48400","-89.94000"," ","79","1525"
"42.10700","-86.43400","all year","100"," "
"45.18500","-84.42800","all year","10"," "
"42.53400","-86.03500"," ","73"," "
"45.06100","-83.90200"," ","29"," "
"46.85700","-88.85600","all year","9"," "
"44.78800","-86.00300","mid may-mid sep"," "," "
"46.05800","-85.17100"," ","5"," "
"45.11000","-83.98200","all year","27"," "
"43.55200","-83.09500"," ","147"," "
"46.28300","-87.43800"," ","20"," "
"46.28300","-87.43800"," ","20"," "
"46.28300","-87.43800"," ","20"," "
"46.28300","-87.43800"," ","20"," "
"45.71200","-86.66800","mid apr-mid nov","60"," "
"43.62900","-83.78000"," "," "," "
"45.30500","-85.31400","mid may-mid nov","80"," "
"45.93700","-86.70700","mid may-late sep","10"," "
"45.93300","-84.75000","mid may-late sep","53"," "
"46.30700","-86.86900","all year","23"," "
"44.67300","-85.40200","all year","8"," "
"42.33500","-85.33800"," ","220"," "
"47.46700","-87.87000","mid apr-late oct","160"," "
"45.47200","-87.30900"," ","25"," "
"46.40000","-86.02900","all year","7"," "
"43.45900","-85.96500"," "," "," "
"44.62100","-83.84700","mid apr-late nov","8"," "
"44.77800","-85.93900","all year","15"," "
"46.15400","-85.29500","all year","10"," "
"46.07300","-87.86600","all year","14"," "
"45.84700","-87.00700"," ","60"," "
"43.97700","-84.49000"," ","60"," "
"43.87100","-85.92000","mid may-late sep","14"," "
"46.07200","-88.23800","all year","23"," "
"46.17200","-88.88300"," ","22","1641"
"44.76100","-84.84000","all year","12"," "
"44.35700","-85.24300","all year","54"," "
"46.07200","-86.54500"," ","4"," "
"44.26000","-85.88000"," ","3"," "
"43.05600","-86.24500","early apr-late sep","170"," "
"44.59200","-85.84800","all year","15"," "
"47.34100","-88.45100"," "," "," "
"45.03500","-85.06500","all year","10"," "
"42.36400","-84.07200"," "," "," "
"42.82200","-83.54500"," "," "," "
"44.71600","-85.32400","all year","36"," "
"42.61700","-85.51800"," ","200"," "
"46.18700","-88.06000"," ","30"," "
"45.30100","-84.61300","all year","18"," "
"44.40300","-83.82600"," "," "," "
"47.13600","-88.62100"," ","70"," "
"44.64900","-83.29300","early may-late oct","200"," "
"44.73500","-84.67000","all year","100"," "
"43.76700","-85.36200"," ","19"," "
"46.62500","-85.60400","all year","8"," "
"44.43800","-85.99300","all year","24"," "
"44.23300","-85.50400"," ","26"," "
"46.33200","-89.79000"," ","11","1600"
"43.80100","-84.71900"," ","70"," "
"46.60800","-85.60100","all year","7"," "
"43.77100","-85.88900"," ","9"," "
"42.63400","-83.60600","early apr-late oct","40"," "
"45.46500","-83.88300","mid apr-late oct","140"," "
"43.14000","-86.27200","mid apr-late oct","290"," "
"46.08100","-85.30700","all year","59"," "
"46.61500","-85.65800","all year","15"," "
"42.77400","-86.20800","early apr-late oct","300"," "
"42.82300","-83.52500"," ","160"," "
"44.48200","-85.32100","all year","23"," "
"44.42400","-86.14700"," ","30"," "
"44.60100","-83.76500"," ","12"," "
"44.40100","-84.77500","all year","50"," "
"47.12100","-88.58400"," ","22"," "
"44.14200","-84.57000","all year","41"," "
"46.29100","-86.70100"," ","5"," "
"43.73500","-83.95000"," "," "," "
"43.69600","-85.61600"," ","6"," "
"46.66700","-86.16500"," "," "," "
"46.21800","-89.07100"," ","22","1708"
"43.67200","-85.82200","early may-late oct","7"," "
"46.15500","-86.40400","mid may-mid oct","5"," "
"44.62300","-85.75900","mid apr-late nov","500"," "
"42.93000","-85.13400"," ","100"," "
"46.09200","-88.63500"," "," "," "
"44.51000","-84.14200","mid may-mid sep","45"," "
"46.27100","-86.65100"," ","45"," "
"45.38900","-87.36900","mid apr-mid oct","150"," "
"45.08900","-84.16100","all year","18"," "
"44.67800","-83.59700"," ","67"," "
"43.70500","-86.35700"," "," "," "
"45.04500","-84.40800","all year","10"," "
"44.78400","-84.58800","all year","42"," "
"44.37000","-86.01800"," "," "," "
"44.66500","-84.62500","all year","18"," "
"46.53100","-88.40200","all year","6","1662"
"46.58500","-86.22700","all year","16"," "
"46.26000","-84.46100"," ","64"," "
"46.26600","-84.48900"," ","52"," "
"45.31900","-87.43100"," ","25"," "
"44.63300","-84.58000"," ","76"," "
"44.71200","-85.86200","all year","30"," "
"45.83900","-88.01700"," ","80"," "
"44.41200","-85.39500"," "," "," "
"44.68300","-85.79900","all year","50"," "
"44.68600","-85.80200","all year","50"," "
"46.41100","-89.55200"," "," "," "
"46.46000","-89.57100","mid apr-mid nov","165"," "
"41.82800","-84.25400"," ","50"," "
"44.65600","-84.81600","all year","37"," "
"44.86500","-84.69600","all year","10"," "
"45.98300","-84.96800","mid may-mid sep","34"," "
"44.11800","-86.42300"," ","247"," "
"46.14900","-90.16000"," ","35","1578"
"46.08100","-88.76000"," ","32","1551"
"46.39300","-88.72300"," ","24","1562"
"46.67700","-85.76300","all year","18"," "
"43.12400","-82.49700","mid apr-late oct","280"," "
"46.27200","-89.49300"," ","11","1673"
"46.78500","-88.43600"," ","30"," "
"45.21000","-85.54700","early may-late oct","50"," "
"43.90800","-85.82000","all year","25"," "
"44.02100","-82.79500"," ","110"," "
"44.13200","-85.69600","all year","9"," "
"46.16400","-86.45000"," ","12"," "
"45.83900","-86.98300","mid may-late sep","76"," "
"46.55800","-86.36300"," "," "," "
"46.01900","-85.01600","all year","20"," "
"46.01500","-85.00900","all year","12"," "
"46.60700","-90.32600"," "," "," "
"46.28200","-87.33400","all year","26"," "
"44.85700","-84.28000","all year","24"," "
"44.74900","-85.15100"," "," "," "
"44.35500","-85.25300","all year","20"," "
"44.33300","-85.37500","all year","16"," "
"45.19400","-83.44900"," ","110"," "
"46.27600","-85.72700"," "," "," "
"44.03300","-86.50500","all year","350"," "
"44.67500","-84.27200"," "," "," "
"46.07000","-86.53000"," ","10"," "
"44.57800","-84.06400"," ","42"," "
"45.37300","-84.97400"," "," "," "
"44.69500","-84.84700","all year","23"," "
"45.48800","-84.70800","all year","38"," "
"44.33100","-85.20900"," ","23"," "
"43.06200","-84.82700"," ","60"," "
"41.93500","-84.89600"," "," "," "
"46.26800","-89.09300"," ","9","1634"
"46.26700","-89.08300"," ","30","1654"
"42.33500","-85.58900"," ","38"," "
"46.57100","-87.40800"," ","110"," "
"43.90900","-86.42600"," ","50"," "
"44.77300","-83.90400","all year","20"," "
"47.23700","-88.60900","mid may-mid oct","100"," "
"46.18200","-85.98700","all year","10"," "
"45.99100","-87.27200"," "," "," "
"45.99100","-87.27200"," ","8"," "
"43.78300","-86.44000","early apr-late oct","180"," "
"43.45900","-86.45700"," ","67"," "
"41.93700","-85.04200"," "," "," "
"43.80400","-85.15600"," "," "," "
"46.03100","-86.12200","all year","10"," "
"42.94500","-83.35700"," ","215"," "
"46.16300","-88.19900"," "," "," "
"46.17000","-88.17800"," "," "," "
"46.17500","-88.30200"," "," "," "
"46.14700","-88.20500"," "," "," "
"46.08400","-85.79300","all year","35"," "
"43.62700","-85.89900"," ","18"," "
"44.66300","-84.14600","all year","24"," "
"44.33900","-85.22400"," ","117"," "
"44.23600","-85.45300","all year","200"," "
"46.47300","-84.63900","mid may-mid oct","39"," "
"44.43400","-83.62000"," ","22"," "
"46.45800","-88.07300"," "," ","1528"
"46.24200","-89.60400"," ","13","1685"
"46.69800","-85.42200","all year","39"," "
"46.44100","-86.67800"," "," "," "
"46.21300","-84.28100","all year","50"," "
"42.50900","-83.81400"," "," "," "
"46.67600","-85.62900","mid apr-late oct","170"," "
"43.26200","-86.35600","early may-late oct","245"," "
"44.75200","-84.23900","all year","12"," "
"46.35100","-85.57900","all year","12"," "
"43.50500","-85.58500","mid apr-late oct","100"," "
"43.72300","-85.90400"," ","34"," "
"47.22700","-88.63300"," ","19"," "
"45.47500","-87.38500"," "," "," "
"46.49000","-86.30600","all year","17"," "
"44.51200","-84.76300","mid may-late nov","200"," "
"46.28500","-88.04300","all year","11"," "
"43.85600","-82.65600"," ","180"," "
"44.38200","-85.78600"," "," "," "
"46.41600","-88.68200"," ","25","1525"
"46.06900","-87.83200"," ","28"," "
"41.91600","-85.45000"," ","20"," "
"45.57300","-87.24600"," ","25"," "
"43.99600","-83.12700"," ","55"," "
"45.39400","-84.05600","all year","15"," "
"44.06100","-85.85200"," ","20"," "
"44.44200","-83.48100"," ","500"," "
"44.49200","-85.41700","all year","25"," "
"45.43500","-84.22800","mid apr-late oct","100"," "
"46.54900","-89.62400"," ","43"," "
"46.88900","-89.28500"," ","56"," "
"44.28300","-86.31400","early apr-late nov","165"," "
"42.88600","-83.40300"," ","25"," "
"44.65700","-84.13800"," ","150"," "
"44.92100","-83.41300","all year","42"," "
"44.96600","-84.70000"," ","80"," "
"44.93300","-84.68900","early may-late nov","150"," "
"43.21400","-83.45800"," "," "," "
"43.50400","-85.60900"," ","200"," "
"44.67500","-84.29600","all year","7"," "
"46.02400","-88.20900"," "," "," "
"46.01600","-88.22300"," "," "," "
"45.99000","-88.20700"," "," "," "
"46.04000","-88.50900"," "," "," "
"46.36400","-88.67400"," ","24","1556"
"46.63100","-85.60300","all year","25"," "
"46.80700","-87.72900"," ","15"," "
"46.80900","-87.72800"," ","76"," "
"44.20200","-85.79800"," ","26"," "
"46.22900","-86.59700","mid may-late sep","119"," "
"45.40400","-84.90900","mid apr-late oct","165"," "
"43.77300","-85.81300"," "," "," "
"43.83000","-84.77100"," ","21"," "
"44.79600","-84.97300","all year","13"," "
"45.17800","-84.51800","all year","39"," "
"45.15700","-84.46500","all year","10"," "
"45.17600","-84.42900","all year","19"," "
"46.64400","-85.41700","all year","23"," "
"46.26600","-87.56700","all year","10"," "
"42.42300","-84.04200"," ","235"," "
"43.85300","-83.92300"," "," "," "
"45.24500","-84.44600","all year","6"," "
"44.19600","-86.00900"," ","17"," "
"42.54900","-85.97800"," ","35"," "
"44.56300","-83.59900"," ","13"," "
"43.53000","-86.11600","mid may-mid oct","94"," "
"45.01700","-85.02900","all year","15"," "
"43.28400","-86.36800"," ","210"," "
"45.79600","-87.07700"," ","200"," "
"44.71600","-86.11700","all year"," "," "
"44.64600","-85.97900","all year","26"," "
"42.40100","-84.35000"," "," "," "
"46.28200","-89.57400"," ","17","1631"
"42.68700","-83.49000"," ","175"," "
"44.00700","-83.05100","early apr-late oct","135"," "
"45.72700","-86.53500","all year","23"," "
"42.32500","-84.24200"," "," "," "
"46.46300","-90.53000"," "," "," "
"42.04600","-85.02300"," ","123"," "
"46.70700","-89.97900","early apr-late oct","50"," "
"46.60300","-85.65700","all year","27"," "
"42.55900","-83.52900"," ","130"," "
"44.67100","-84.41900","all year","7"," "
"43.88500","-85.51600"," "," "," "
"44.18000","-85.65700"," ","7"," "
"44.36000","-84.85700","all year","47"," "
"44.39800","-84.02800"," ","175"," "
"45.10400","-87.62200"," ","58"," "
"44.46100","-83.77300"," ","19"," "
"44.07100","-85.38300"," ","160"," "
"46.48700","-86.26200","all year","10"," "
"44.34300","-83.66400"," ","38"," "
"45.13500","-84.45300","all year","10"," "
"46.10200","-88.30600","mid may-mid sep","57"," "
"44.16700","-85.93700","mid may-mid sep","118"," "
"43.50000","-85.62900"," ","200"," "
"43.51200","-82.57500"," ","190"," "
"43.76300","-85.89600"," ","9"," "
"46.56200","-90.43700"," ","15"," "
"46.56200","-90.43700"," "," "," "
"44.65300","-85.45700","all year","30"," "
"44.65200","-85.44700","all year"," "," "
"43.60000","-85.26700"," "," "," "
"43.94400","-86.27900"," ","50"," "
"44.35900","-85.81000"," ","47"," "
"43.73700","-83.46300"," ","64"," "
"46.35400","-85.96300","ealry may-mid oct","50"," "
"42.81700","-83.64800","early apr-late oct","75"," "
"45.41900","-87.81700"," ","100"," "
"41.95300","-86.33200"," "," "," "
"46.71300","-85.06400","all year","18"," "
"46.48700","-84.41800"," "," "," "
"45.23900","-84.17100","all year","28"," "
"44.82200","-84.47900","all year","30"," "
"44.11700","-85.68500","all year","26"," "
"42.66000","-85.92700"," ","75"," "
"46.20000","-88.01900"," ","30"," "
"43.66200","-86.49400","mid apr-late oct","200"," "
"43.98000","-83.21300","all year","220"," "
"42.92900","-84.40800","early may-late oct","180"," "
"46.35100","-84.86900","mid may-mid oct","43"," "
"46.48100","-86.30400","all year","8"," "
"44.42300","-84.67800","mid apr-late nov","400"," "
"46.17600","-85.79100","all year","29"," "
"45.94300","-86.33200","mid apr-late oct","145"," "
"46.50500","-88.94700"," ","6"," "
"44.56300","-85.36300","all year","32"," "
"43.07500","-86.20200"," "," "," "
"43.07500","-86.20200","mid apr-mid oct","38"," "
"45.75000","-85.53800"," ","12"," "
"43.94400","-82.70900"," ","73"," "
"46.53700","-89.17700"," ","12"," "
"41.92000","-83.33800","mid apr-late nov","250"," "
"45.39200","-84.41300","all year","10"," "
"45.85700","-84.72000","mid apr-mid nov","275"," "
"45.97100","-87.68000"," ","5"," "
"45.61600","-87.78400"," ","14"," "
"46.57000","-88.65600"," ","9"," "
"42.34400","-84.12200"," "," "," "
"43.92400","-85.10300"," ","12"," "
"45.20900","-83.72200"," ","55"," "
"44.02900","-85.33300"," ","17"," "
"42.15400","-84.64300"," "," "," "
"46.24000","-89.32200"," ","48","1829"
"46.55500","-85.03600","all year","275"," "
"46.60500","-85.21800","all year","90"," "
"43.07500","-86.20200"," "," "," "
"43.07500","-86.20200","mid apr-mid oct","38"," "
"44.25500","-83.44300","mid apr-late oct","190"," "
"46.38900","-88.87500"," "," ","1608"
"46.31900","-84.97900","mid may-mid oct","28"," "
"45.01900","-83.55800","all year","10"," "
"45.06900","-85.26000"," "," "," "
"43.94800","-85.99600"," ","9"," "
"45.21800","-84.18100","all year","36"," "
"45.23100","-84.16500","all year","26"," "
"45.11400","-84.36100","all year","12"," "
"43.41600","-86.35300"," "," "," "
"44.74600","-85.55100","all year","340"," "
"44.13500","-84.56900","all year","35"," "
"46.19100","-85.04300"," ","83"," "
"46.64300","-86.21100"," "," "," "
"45.53700","-84.29000","all year","12"," "
"46.89100","-88.85700","mid apr-mid oct","60"," "
"42.65200","-85.29200"," "," "," "
"44.25800","-86.08000"," ","27"," "
"46.82300","-89.64000","early apr-late oct","100"," "
"44.75000","-84.83900","all year","40"," "
"46.37100","-90.41300"," "," "," "
"46.37100","-90.41300"," "," "," "
"43.47300","-85.74600"," ","9"," "
"42.33500","-86.30400","early apr-late nov","220"," "
"44.47100","-83.37200","all year","58"," "
"46.52600","-87.98900","mid apr-late oct","145","1581"
"43.59200","-83.66000"," ","32"," "
"44.65800","-85.94600","all year","24"," "
"44.15900","-85.15000"," "," "," "
"45.69900","-87.52600"," "," "," "
"47.18900","-88.40400"," ","26"," "
"42.06700","-84.13100","mid apr-late oct","185"," "
"43.13500","-85.39700"," "," "," "
"43.77200","-82.62200"," ","96"," "
"44.55400","-84.14800"," ","12"," "
"44.78200","-84.37400","all year","9"," "
"41.90100","-86.59500"," ","220"," "
"42.22500","-83.49400"," "," "," "
"45.82800","-88.25900"," "," "," "
"45.83000","-88.25500"," "," "," "
"45.29900","-84.72100","all year","18"," "
"46.40900","-90.39400"," ","18"," "
"46.40900","-90.39400"," ","6"," "
"41.94200","-86.57500"," "," "," "
"46.18700","-87.74600","all year","18"," "
"45.97000","-86.36100","mid apr-late oct","75"," "
"43.91100","-86.15600"," ","8"," "
"44.81700","-85.38700"," "," "," "
"45.23500","-85.08800"," ","58"," "
"46.21800","-86.62700","mid may-late sep","38"," "
"45.74600","-84.90000","early apr-late nov","250"," "
"44.03100","-84.80700","early apr-late nov","150"," "
"43.12200","-83.46900"," ","190"," "
"45.16300","-85.24000"," "," "," "
"46.67300","-85.98800"," ","132"," "
"45.23600","-85.04200","early apr-late nov","240"," "
"43.64000","-95.94000","mid may-mid oct","100","1516"
"44.84800","-92.79100","all year","25"," "
"46.54000","-93.71300"," ","7"," "
"47.00300","-94.73500","mid may-mid sep","40"," "
"44.54800","-95.12500","mid may-mid oct","31"," "
"44.52200","-93.90700"," ","15"," "
"48.19100","-97.00400"," "," "," "
"45.32000","-95.61800"," ","16"," "
"46.80500","-95.85700"," ","100"," "
"47.13800","-93.30000"," "," "," "
"47.13800","-93.30000"," "," "," "
"46.37200","-92.55500"," "," "," "
"43.52700","-95.10800"," "," "," "
"46.69900","-94.88200"," "," "," "
"45.42500","-93.69400"," ","30"," "
"45.20400","-96.02100"," ","12"," "
"45.20400","-96.02100"," "," "," "
"45.20400","-96.02100"," ","12"," "
"45.20400","-96.02100"," "," "," "
"48.40700","-92.81100"," ","8"," "
"47.52800","-95.40000"," ","49"," "
"47.84500","-90.81800"," ","5","1751"
"45.02900","-93.63500"," ","204"," "
"46.17100","-92.84800","all year","35"," "
"46.50300","-92.69100","early may-late sep","12"," "
"47.79000","-93.39600"," "," "," "
"44.81100","-93.94500"," ","50"," "
"44.38500","-92.03800"," ","51"," "
"47.79200","-92.08500","all year","75","1522"
"47.67800","-93.26700"," "," "," "
"43.64000","-91.57800","all year","40"," "
"44.58000","-95.05500"," "," "," "
"45.74800","-94.16600"," ","44"," "
"46.71000","-93.48600","early may-late sep","9"," "
"46.26800","-95.06800"," "," "," "
"48.17400","-94.51100"," ","31"," "
"48.19500","-93.80200","early may-late oct"," "," "
"47.70500","-92.49900"," ","15"," "
"45.55500","-96.44100"," ","28"," "
"45.38300","-96.51300","early apr-late dec","40"," "
"44.57500","-94.97500"," "," "," "
"47.75900","-91.78100","early apr-late oct","30"," "
"45.77300","-94.77100"," ","29"," "
"43.71700","-96.19200","all year","75","1557"
"47.29300","-96.51300"," "," "," "
"46.05000","-92.41800"," ","21"," "
"44.18400","-93.78900","mid apr-mid oct","43"," "
"43.55100","-94.58200"," "," "," "
"46.87000","-96.47400","all year","45"," "
"47.48900","-92.78100"," ","10","1521"
"46.45700","-94.80200"," "," "," "
"45.21000","-93.27700","early may-late sep","63"," "
"47.02400","-91.66200","mid may-mid oct","112"," "
"47.85300","-93.28800"," ","12"," "
"47.37900","-91.91700","early may-mid nov","27","1631"
"44.35400","-95.91800","all year","80","1512"
"47.42200","-94.49700"," ","10"," "
"44.70500","-96.27900"," "," "," "
"47.53200","-96.28300"," "," "," "
"44.11600","-92.17300","all year","20"," "
"44.86700","-93.68700"," "," "," "
"47.83300","-90.53100","all year","4","1634"
"47.38000","-94.52900","mid may-late aug","23"," "
"43.79600","-94.73500","mid may-mid sep","27"," "
"45.81000","-94.62500"," ","66"," "
"45.64100","-95.38200"," ","40"," "
"45.96300","-94.39200","all year","40"," "
"43.99400","-92.31200","mid may-mid sep","52"," "
"45.99400","-95.58700"," ","8"," "
"47.38200","-94.50800","early may-mid oct","46"," "
"45.59300","-96.83500"," "," "," "
"46.13100","-94.95000"," ","5"," "
"44.46300","-94.51100"," ","4"," "
"47.69700","-95.42800"," ","35"," "
"44.69000","-93.38700"," ","6"," "
"46.84900","-93.98000","mid may-mid oct","31"," "
"47.61000","-93.57700","mid may-mid oct","55"," "
"45.04900","-94.24600"," ","49"," "
"47.42800","-93.69800"," "," "," "
"47.82500","-90.77200","early may-late oct","34","1781"
"47.77400","-96.60200"," ","16"," "
"46.48000","-93.95500","mid may-mid oct"," "," "
"46.27700","-94.33500","all year","60"," "
"46.49000","-93.97800","all year","25"," "
"43.87400","-94.00100","mid apr-mid oct","86"," "
"44.93500","-96.04500","all year","10"," "
"43.84900","-96.39400"," ","5","1598"
"47.51400","-94.10600","early may-mid oct","48"," "
"46.25800","-96.03700"," ","36"," "
"46.09300","-94.36700"," "," "," "
"47.82900","-90.46300"," ","16","1640"
"48.00300","-90.09100"," ","5","1893"
"46.35400","-94.84900"," "," "," "
"48.78200","-96.01700"," "," "," "
"43.99100","-94.51000","mid may-mid sep","20"," "
"48.03700","-90.39400","early may-late oct","33","1739"
"47.52500","-94.09600"," ","13"," "
"48.17000","-92.49100","mid may-late aug","24"," "
"47.37300","-91.22800"," ","31"," "
"47.43700","-92.50400","mid may-mid sep","38"," "
"43.67700","-94.66600","mid apr-late sep","30"," "
"47.95200","-91.72200","early may-late sep","73"," "
"47.60800","-96.04600","early jun-late aug","24"," "
"46.14500","-93.48800","all year","100"," "
"48.55100","-95.15400"," ","6"," "
"47.99600","-91.91500","early may-late sep","20"," "
"47.41400","-91.24100"," ","39"," "
"47.50500","-92.17100"," ","70"," "
"44.29500","-94.46000","all year","90"," "
"46.93000","-92.91100","early may-late sep","9"," "
"48.05300","-90.40800","early may-mid oct","37","1778"
"46.66000","-92.28100"," "," "," "
"43.64000","-92.21200","all year","75"," "
"44.45200","-94.72900","all year","40"," "
"47.57400","-95.75500"," ","10"," "
"46.63000","-94.86900"," "," "," "
"48.64200","-94.05900","all year","18"," "
"44.53300","-92.34600","all year","60"," "
"43.79200","-95.49300","mid may-mid sep","23"," "
"46.40500","-92.44000"," ","18"," "
"44.26300","-95.74600"," ","30"," "
"47.50500","-91.10800","all year","20"," "
"48.77000","-96.93200"," ","36"," "
"44.46300","-94.99500","mid may-mid sep","44"," "
"45.54100","-95.53000","all year","40"," "
"46.31200","-95.67800","all year","22"," "
"47.14400","-91.46700","all year","70"," "
"47.74600","-90.34500"," ","300"," "
"43.93900","-91.40900","early jun-late aug","31"," "
"46.63400","-94.03900"," ","31"," "
"48.30200","-95.62300"," "," "," "
"47.16000","-94.83400"," ","8"," "
"46.41100","-94.35300","early may-late oct","40"," "
"48.66100","-96.60100"," "," "," "
"43.55800","-92.00700"," "," "," "
"43.55800","-92.00700"," "," "," "
"47.66300","-91.12500"," ","13","1765"
"46.95100","-93.20600"," ","20"," "
"48.63400","-95.53900","all year","35"," "
"47.28300","-96.27500"," "," "," "
"47.26900","-96.79200"," "," "," "
"47.66300","-92.19300","mid may-mid sep","18"," "
"44.87700","-92.24000"," "," "," "
"46.99300","-93.59100"," ","30"," "
"45.60800","-95.52900"," ","93"," "
"44.47100","-92.29100"," "," "," "
"44.26500","-96.30300"," "," ","1792"
"48.20400","-96.76100"," "," "," "
"48.29200","-96.19300"," "," "," "
"47.81900","-92.29900","mid may-mid sep","85"," "
"44.26300","-96.30200"," ","30","1782"
"48.77700","-96.94200"," "," "," "
"43.76600","-91.57200"," ","10"," "
"47.06000","-95.18300"," ","14"," "
"46.73900","-94.92800"," ","24"," "
"46.76800","-94.90500"," "," "," "
"47.27300","-91.84700"," ","26","1507"
"46.72200","-92.18500"," ","70"," "
"45.39500","-92.66800","all year","40"," "
"48.06800","-90.61500","early may-mid oct","7","1867"
"45.57400","-93.19200","all year"," "," "
"48.33700","-96.81200"," ","22"," "
"43.85900","-95.11900"," "," "," "
"43.94400","-94.93900","early may-late sep","10"," "
"47.24800","-93.52300"," "," "," "
"47.23400","-95.19700","all year","225"," "
"47.00900","-93.27400"," ","10"," "
"46.65500","-92.36700","all year","80"," "
"44.17300","-91.83900","all year","7"," "
"47.88200","-90.08200","all year","30"," "
"44.98700","-94.98000","mid may-mid oct","90"," "
"45.01000","-94.91500","mid may-mid sep","85"," "
"45.19100","-94.86300","mid may-mid sep","55"," "
"45.27200","-94.87300","mid may-mid sep","54"," "
"45.32500","-95.09000","mid may-mid sep","56"," "
"48.58100","-96.52600"," ","12"," "
"47.83900","-91.10300"," ","5","1659"
"43.72900","-95.06500","all year","35"," "
"47.86300","-90.22600"," ","11","1681"
"46.53300","-94.81900"," "," "," "
"47.45000","-94.48400","mid may-late aug","14"," "
"44.34000","-92.07600"," ","19"," "
"45.02000","-95.88800","all year","40"," "
"44.95100","-95.72800"," ","10"," "
"44.80700","-94.56600"," ","22"," "
"47.53900","-94.82600","all year","100"," "
"48.72500","-96.62600","all year","200"," "
"44.51300","-92.94900"," ","60"," "
"46.00000","-95.33600","all year","125"," "
"44.98100","-92.89700"," ","80"," "
"44.11800","-94.55000"," ","22"," "
"44.50500","-96.43400"," ","27","1758"
"48.13200","-92.29700"," ","12"," "
"45.32600","-94.72800"," "," "," "
"43.53300","-92.52600","all year","20"," "
"44.78600","-94.37700","mid may-mid sep"," "," "
"45.10600","-94.52800"," "," "," "
"44.10200","-95.69000","all year","100","1502"
"44.24600","-95.27500"," ","4"," "
"48.86300","-96.79800"," ","28"," "
"44.51800","-94.88500","mid may-late oct"," "," "
"47.76800","-93.41800"," ","12"," "
"44.77300","-93.18700","mid may-mid oct","93"," "
"47.24500","-94.22500","early may-late oct","78"," "
"48.69400","-96.19400"," ","15"," "
"43.94500","-95.66300"," ","3","1520"
"48.44200","-96.86800"," "," "," "
"48.14400","-95.80900"," ","4"," "
"47.92100","-93.62000"," "," "," "
"47.64700","-91.42300","mid may-mid sep","11","1831"
"48.40000","-93.56400"," ","12"," "
"47.28300","-95.31200"," ","91","1562"
"47.68600","-93.40700"," ","16"," "
"46.36900","-94.16600"," ","18"," "
"47.05000","-94.07200"," ","22"," "
"44.46300","-94.78900"," "," "," "
"43.64600","-96.08200","early apr-late sep","10","1522"
"43.80900","-95.50300"," ","40"," "
"47.06600","-94.93700"," ","40","1527"
"47.06600","-94.93700"," ","38","1528"
"47.06600","-94.93700"," ","40","1527"
"47.06600","-94.93700"," ","38","1528"
"46.52500","-95.94000","all year","70"," "
"48.42800","-96.65600","early may-late sep","104"," "
"44.89200","-94.38700","mid apr-mid oct","47"," "
"44.90200","-95.46500"," ","5"," "
"47.67000","-93.03100","mid may-mid oct","90"," "
"47.63900","-91.53500","mid may-mid sep","21","1760"
"48.05400","-90.05900"," ","5","1506"
"47.63800","-95.88200"," "," "," "
"47.82700","-92.27300","mid may-mid sep","80"," "
"46.74200","-95.10200","early may-late oct","24"," "
"44.80200","-95.54100"," "," "," "
"44.77600","-95.00700","early apr-late oct","6"," "
"47.70100","-96.14200"," "," "," "
"48.43400","-96.16600","early apr-late nov","12"," "
"46.13500","-93.76100","all year","70"," "
"44.15900","-94.08700","all year","60"," "
"44.64700","-93.71800","all year","33"," "
"45.32100","-95.27500","all year","20"," "
"47.39400","-93.67200"," ","11"," "
"46.45300","-92.75700"," ","82"," "
"46.43600","-92.73600","all year","35"," "
"47.51800","-94.04800","early jun-mid oct","23"," "
"43.63700","-93.30900","all year"," "," "
"43.62400","-93.28900","all year"," "," "
"44.34200","-93.10800","all year","50"," "
"48.35200","-96.32500"," ","9"," "
"45.76700","-96.07900","early may-late oct","27"," "
"47.58000","-91.07300"," ","24","1616"
"47.75500","-93.96800"," ","14"," "
"47.84500","-95.85800"," "," "," "
"44.79700","-95.80600"," "," "," "
"43.55800","-92.00700"," "," "," "
"43.55800","-92.00700"," "," "," "
"47.55700","-93.65200"," ","48"," "
"48.45200","-96.88200"," ","22"," "
"47.38000","-94.51600","early jun-late aug","55"," "
"44.28800","-96.26100"," ","92","1753"
