"lat","lon","open","sites","elev"
"51.25800","-117.53500"," ","20","3919"
"51.74300","-120.61000"," ","10","4200"
"50.09400","-116.93600"," "," ","1909"
"50.05100","-125.44900"," ","31"," "
"50.17700","-126.44500"," ","5"," "
"49.38800","-125.13200"," ","5"," "
"52.84900","-118.57700"," ","36","3670"
"50.09100","-120.60900"," ","25","3700"
"50.08200","-120.62400"," ","25","3700"
"50.45600","-118.73000"," ","81"," "
"58.98100","-125.77000"," ","15","2692"
"49.88600","-120.03000"," ","5","5700"
"49.23100","-119.63000"," ","8","2800"
"51.88300","-120.52500"," ","34","2079"
"49.03300","-122.00600"," "," "," "
"48.89500","-124.28600"," ","60"," "
"51.18700","-116.11400"," ","61","4941"
"50.83400","-121.69300"," ","30","2702"
"50.52800","-127.43400"," ","32"," "
"50.08000","-120.64000"," ","13","3800"
"50.92800","-122.59800"," ","5","3800"
"51.14900","-118.19900"," ","25","1956"
"54.30800","-126.10900"," ","13","2600"
"49.76400","-119.16900"," ","13","4100"
"48.67500","-123.42500"," "," "," "
"50.11500","-117.83200"," ","46","1515"
"51.97400","-122.35000"," ","5","3000"
"50.76600","-115.94500"," ","98","3715"
"54.53000","-122.96600"," ","5","2700"
"56.08900","-129.29500"," ","66"," "
"49.99400","-125.44300"," ","25"," "
"49.84700","-125.09600"," ","200"," "
"49.81300","-120.54500"," ","10","3300"
"55.80700","-121.69600"," ","109","2446"
"51.42400","-116.43100"," ","44","4231"
"50.17700","-120.53600"," ","120","2143"
"54.76600","-121.20200"," ","20","2889"
"48.90100","-123.40400"," ","25"," "
"57.98600","-130.06700"," ","8","3100"
"53.05300","-132.02500"," ","8"," "
"50.12400","-125.48300"," ","24"," "
"53.07100","-132.06800"," ","10"," "
"49.48800","-115.10100"," ","40"," "
"51.25900","-117.57400"," ","15","3544"
"50.90800","-122.75100"," ","5","2600"
"49.37300","-115.84300"," ","111"," "
"49.87400","-126.16300"," ","40"," "
"49.07600","-120.70300"," "," ","3687"
"49.55500","-120.93100"," ","5","4000"
"49.80200","-121.00500"," ","13","3600"
"49.19500","-125.07400"," ","13"," "
"50.70500","-127.86600"," ","8"," "
"50.29600","-122.81300"," ","94"," "
"49.26100","-117.94100"," ","10"," "
"49.91200","-124.33400"," ","15"," "
"50.13500","-118.99600"," ","5","4300"
"55.19600","-129.09900"," ","16"," "
"48.80900","-124.67200"," ","50"," "
"48.89900","-124.38700"," ","50"," "
"50.16000","-121.04700"," ","20","1700"
"50.70900","-118.66500"," ","60"," "
"53.98500","-126.40800"," ","5","2400"
"53.98200","-126.45700"," ","5","2400"
"49.53800","-115.48300"," ","46"," "
"49.68900","-119.73000"," ","80"," "
"51.34400","-119.82700"," ","25","2100"
"49.33300","-122.45700"," ","55"," "
"49.34500","-115.26700"," ","10","2800"
"51.62800","-120.09400"," ","61"," "
"52.78200","-122.01600"," ","5","3300"
"49.34100","-119.58100"," "," "," "
"49.99100","-124.71500"," ","14"," "
"49.38200","-120.17800"," ","15","1800"
"49.38400","-120.19300"," ","10","1800"
"55.30900","-120.28000"," ","30","2999"
"53.74700","-122.27900"," ","5","2700"
"50.03000","-125.57900"," ","15"," "
"54.18100","-124.67000"," ","10","2800"
"49.71500","-120.20400"," ","10","3600"
"49.58700","-120.77400"," ","45"," "
"54.11500","-126.76000"," ","13","2500"
"54.41900","-124.38000"," ","36","2252"
"50.13100","-115.51200"," ","104","3798"
"50.53200","-115.57200"," ","5","3600"
"50.52600","-120.65800"," ","50","4800"
"50.83900","-120.47700"," ","13","3200"
"54.76400","-126.25100"," ","5","3000"
"50.75000","-120.10900"," ","90","2808"
"49.83500","-119.97300"," ","8","4200"
"53.32300","-123.63700"," ","10","2700"
"54.49500","-125.68400"," ","16","2656"
"50.30000","-120.31600"," ","27","3600"
"54.10100","-124.73100"," ","40","2200"
"55.07300","-123.78700"," ","5","3300"
"49.38200","-120.15900"," ","15","1800"
"48.88800","-124.26200"," ","60"," "
"54.37500","-125.66400"," ","5","3100"
"52.60900","-125.44900"," ","5","3600"
"53.97600","-126.91000"," ","10","2800"
"49.50600","-123.75000"," ","84"," "
"49.56000","-123.23300"," ","44"," "
"49.99300","-119.21300"," ","5","4600"
"52.09300","-118.53400"," ","15","2500"
"52.42200","-120.98600"," ","5","2600"
"50.42200","-120.03600"," ","8","4300"
"49.91600","-115.64800"," ","56"," "
"48.76600","-123.27200"," "," "," "
"54.24100","-130.13300"," ","24"," "
"53.42600","-123.03600"," ","5","2600"
"52.17100","-124.07100"," ","5","3100"
"53.91400","-121.95800"," ","78","2594"
"50.29800","-125.58500"," ","8"," "
"50.28900","-125.57100"," ","10"," "
"51.96300","-120.13300"," ","50","2642"
"52.66400","-121.67600"," ","10","2200"
"50.03700","-125.29700"," ","122"," "
"52.50700","-121.51000"," ","10","2400"
"49.63200","-125.52800"," ","85"," "
"49.66400","-120.49200"," ","8","4500"
"49.09700","-121.67100"," ","25"," "
"49.32500","-124.27200"," ","150"," "
"52.03700","-122.89000"," ","20","4100"
"54.84900","-126.18500"," ","27","2383"
"49.18300","-120.00400"," ","13","1800"
"54.71000","-128.78000"," ","20"," "
"50.62900","-116.05600"," ","242","3338"
"54.94600","-120.24000"," ","5","3100"
"53.34300","-132.42600"," ","8"," "
"50.06900","-118.08500"," ","5","2100"
"49.09500","-121.58400"," ","10"," "
"49.44000","-123.67200"," ","21"," "
"53.02900","-119.23800"," ","150","2724"
"50.48800","-120.14400"," ","75","3826"
"51.37700","-119.44900"," ","5"," "
"50.53200","-122.15500"," ","15","2900"
"49.24100","-122.38000"," ","64"," "
"50.03300","-117.41000"," ","36","1821"
"49.00600","-121.06200"," ","88","1658"
"48.77400","-123.37200"," ","8"," "
"55.14100","-125.68800"," ","5","2300"
"49.19600","-117.27500"," ","7","2150"
"49.19600","-117.27500","mid may-mid sep","5"," "
"49.78300","-124.19200"," ","42"," "
"51.80800","-124.72000"," ","5","2900"
"51.40100","-119.69500"," ","10","2800"
"58.78100","-130.09600"," ","10","2600"
"50.16600","-126.30800"," ","9"," "
"50.91000","-119.43700"," ","272"," "
"49.36500","-125.12500"," ","13"," "
"49.84100","-121.52000"," ","8"," "
"55.19800","-127.68900"," ","20"," "
"50.63500","-117.92900"," ","17"," "
"49.65600","-124.46300","early apr-mid oct","52"," "
"49.57700","-124.33100"," ","30"," "
"51.79800","-120.41400"," ","5","4100"
"51.24400","-118.94500"," ","35"," "
"49.82800","-119.83500"," ","5","3500"
"49.31700","-121.41700"," ","25"," "
"49.12300","-121.17300"," ","43","1854"
"54.33500","-126.65100"," ","10","2900"
"50.25400","-121.51000"," ","58"," "
"50.78300","-119.44200"," ","36","1800"
"49.44800","-122.02300"," ","50"," "
"50.03100","-124.99600"," ","23"," "
"46.23300","-64.50400"," ","170"," "
"55.05100","-126.46200"," ","5","2412"
"49.27300","-125.18200"," ","27"," "
"49.68300","-119.72200"," ","88"," "
"54.42100","-124.45200"," ","30","2224"
"52.58100","-121.40600"," ","8","3000"
"52.10100","-118.48900"," ","13","2500"
"49.29600","-124.92900"," ","59"," "
"49.91500","-123.29500"," ","10"," "
"53.74500","-122.35500"," ","10","2700"
"49.33600","-124.92100"," ","23"," "
"49.67600","-123.15800"," ","15"," "
"50.28800","-125.49500"," ","15"," "
"49.37200","-120.13700"," ","26"," "
"50.08400","-118.09000"," ","13","2100"
"48.78300","-123.95100"," ","43"," "
"58.65200","-124.64800"," ","28","4184"
"54.83700","-120.56000"," ","13","3600"
"58.95000","-125.77200"," ","15","2699"
"50.26700","-122.52100"," ","5"," "
"50.13300","-119.23500"," ","5","4500"
"55.54100","-120.06900"," "," ","2434"
"50.40700","-118.49200"," ","18","2000"
"50.37700","-118.52900"," ","50","2000"
"50.15500","-117.65500"," ","35","2536"
"54.49400","-126.35100"," ","8","2500"
"51.40800","-121.20500"," ","54","3548"
"59.63100","-133.42100"," ","5"," "
"49.32000","-115.24500"," ","10","2700"
"50.05700","-119.23500"," ","10","4400"
"55.52900","-120.03000"," ","42","2410"
"49.35100","-117.88900"," ","61"," "
"54.70200","-122.53200"," ","10","2400"
"54.73000","-122.50600"," ","10","2400"
"54.70900","-122.52900"," ","18","2400"
"49.79600","-118.08900"," ","5"," "
"51.49900","-116.48400"," ","35","4958"
"53.89700","-125.86800"," ","10","2700"
"54.34600","-125.43100"," ","13","2900"
"49.07100","-121.84000"," ","110"," "
"51.93000","-124.49000"," ","5","3000"
"51.63700","-124.39000"," ","5","2700"
"49.32400","-118.98100"," ","13","3800"
"53.07300","-122.44600"," ","106","2408"
"58.65700","-123.94200"," "," ","2176"
"49.10300","-118.22900"," ","63","1681"
"54.65600","-124.38200"," ","8","2600"
"49.07600","-121.74400"," ","50"," "
"49.41200","-115.30300"," ","13","2800"
"52.23300","-120.98900"," ","13","3200"
"50.52400","-115.01400"," ","5","5600"
"54.22200","-124.81500"," ","5","3100"
"51.39100","-119.42500"," ","8"," "
"51.57600","-124.05600"," ","10","4000"
"55.06100","-123.03000"," ","36","2236"
"50.59900","-120.84100"," ","275","3824"
"49.16900","-120.00200"," ","5","1900"
"49.53600","-121.87900"," ","65"," "
"52.37800","-122.07000"," ","10","3000"
"54.70900","-127.04100"," ","59","1744"
"50.29100","-120.93200"," ","5","4400"
"52.66400","-122.88400"," ","20","3800"
"53.91200","-125.58000"," ","10","2500"
"56.08000","-125.24100"," ","5","3000"
"51.58300","-121.45700"," ","10","4100"
"49.29800","-119.53000"," ","12"," "
"51.21700","-118.20600"," ","30","1900"
"51.50100","-117.18400"," ","13","2500"
"54.64300","-120.59500"," ","10","3700"
"54.68100","-120.55500"," ","8","3700"
"49.78100","-115.72900"," ","104"," "
"49.34700","-121.86900"," ","30"," "
"54.90800","-122.93800"," ","69","2315"
"50.15900","-115.41800"," ","104","3773"
"54.58300","-124.72000"," ","10","2300"
"51.09800","-120.34500"," ","5","4400"
"49.98900","-119.92500"," ","5","4700"
"52.49900","-121.41600"," ","10","2400"
"49.45900","-121.85800"," ","30"," "
"50.18700","-126.62400"," ","25"," "
"49.08200","-116.09600"," ","26","2826"
"50.91400","-122.24200"," ","5","2300"
"52.70500","-119.05200"," ","10","2500"
"49.04900","-100.06000"," ","81","2307"
"50.96300","-101.38700"," ","100","1535"
"54.67700","-101.66300"," ","90"," "
"51.37600","-96.91600"," "," "," "
"45.38300","-79.22300"," ","378"," "
"52.54200","-101.24100"," ","16","2250"
"50.84700","-95.26500"," ","19"," "
"50.06700","-95.58700"," ","17"," "
"50.08200","-95.37300"," ","90"," "
"49.16800","-95.23200"," ","25"," "
"50.46200","-95.37600"," ","30"," "
"50.01900","-96.89700"," ","420"," "
"50.67500","-95.39000"," ","50"," "
"51.60600","-100.91300"," ","15","2226"
"49.90200","-95.52500"," ","25"," "
"49.80700","-95.21800"," ","30"," "
"50.71400","-96.98800"," ","20"," "
"53.97200","-101.16800"," ","80"," "
"51.58100","-101.13400"," ","90","2242"
"49.17800","-98.14400"," ","125"," "
"49.62700","-98.70000"," ","100"," "
"54.58500","-101.38300"," ","20"," "
"49.68500","-95.33000"," ","235"," "
"49.71300","-95.23800"," ","70"," "
"49.69300","-95.31700"," ","160"," "
"51.14900","-100.49600"," ","35"," "
"50.56300","-96.58900"," ","355"," "
"51.19100","-96.63200"," ","280"," "
"54.52700","-101.10100"," ","32"," "
"50.90000","-96.99200"," "," "," "
"54.59600","-100.80200"," ","40"," "
"49.66000","-99.25800"," ","170"," "
"50.75400","-100.23200"," ","35","1879"
"51.72600","-97.40400"," ","40"," "
"50.72400","-98.27300"," ","40"," "
"51.51700","-99.54900"," ","90"," "
"49.07400","-100.14900"," ","27","2275"
"50.26100","-99.81900"," ","150","1710"
"50.87400","-100.05400"," ","30","2209"
"49.19300","-95.31600"," ","75"," "
"50.48200","-97.41700"," ","15"," "
"50.14100","-95.68700"," ","120"," "
"50.17100","-95.69800"," ","70"," "
"50.14400","-95.81200"," ","75"," "
"55.49100","-98.02400"," ","65"," "
"54.04400","-100.87700"," "," "," "
"52.33600","-101.58300"," ","30","1973"
"51.13200","-99.81200"," ","70"," "
"54.58400","-100.49800"," ","53"," "
"50.03300","-100.19500"," ","29","1555"
"49.35100","-97.35500"," ","50"," "
"51.60700","-100.80500"," ","15","2283"
"50.28500","-98.07000"," ","125"," "
"49.31900","-96.92800"," ","435"," "
"52.60100","-101.35000"," ","110","2425"
"49.52100","-98.29600"," ","135"," "
"50.47100","-95.27000"," ","35"," "
"51.15300","-100.05300"," ","110"," "
"50.65700","-99.97500"," ","500","2048"
"51.27800","-98.56200"," ","47"," "
"54.79000","-99.97100"," ","65"," "
"51.81100","-100.89700"," ","30","2377"
"49.74500","-95.21200"," ","150"," "
"50.03300","-95.51100"," ","30"," "
"52.33200","-101.58500"," ","30","2008"
"49.04400","-99.97100"," ","32"," "
"44.66000","-66.80500"," ","100"," "
"47.42900","-66.91700"," ","88"," "
"48.01900","-66.36600"," ","170"," "
"45.60400","-64.98700"," ","256"," "
"46.83600","-64.93900"," ","32"," "
"47.42600","-66.90500"," ","8"," "
"45.59900","-64.95100"," ","132"," "
"44.87500","-66.92700"," ","76"," "
"47.81400","-64.69300"," ","50"," "
"47.91900","-65.98800"," ","30"," "
"47.44100","-68.39500"," ","113"," "
"45.97000","-66.89400"," ","303"," "
"46.18200","-63.98000"," ","111"," "
"45.13700","-66.52900"," ","100"," "
"45.22700","-67.19200"," ","115"," "
"45.55400","-65.01600"," ","178"," "
"47.75100","-64.77000"," ","150"," "
"46.82500","-64.93600"," ","311"," "
"47.99300","-66.69800"," ","65"," "
"47.47300","-64.87100"," ","140"," "
"47.42500","-66.88600"," ","8"," "
"45.66000","-65.14200"," ","20"," "
"49.62400","-57.92800"," ","152"," "
"49.09100","-58.36400"," ","30"," "
"47.37400","-53.04600"," ","175"," "
"47.63200","-59.25100"," ","100"," "
"48.80400","-54.21900"," ","40"," "
"49.18200","-57.44900"," ","33"," "
"49.52800","-54.76000"," ","55"," "
"49.01900","-55.46800"," ","48"," "
"47.20900","-55.40200"," ","75"," "
"49.68100","-57.95800"," ","31"," "
"47.16100","-52.88300"," ","70"," "
"48.43800","-53.36200"," ","55"," "
"49.46100","-57.76200"," ","29"," "
"48.64900","-53.91600"," ","100"," "
"48.54200","-53.98500"," ","343"," "
"49.11500","-55.08000"," ","100"," "
"51.63200","-56.70400"," ","15"," "
"51.52300","-55.69700"," ","30"," "
"47.60700","-57.64700"," ","25"," "
"48.92600","-55.64100"," ","38"," "
"49.93900","-57.76000"," ","62"," "
"49.34500","-57.17300"," ","160"," "
"49.43700","-58.13200"," ","44"," "
"45.33800","-64.77400"," "," "," "
"45.96100","-63.87900"," ","42"," "
"45.64900","-60.86900"," ","56"," "
"46.83200","-60.61100"," ","10"," "
"45.26800","-64.33700"," ","70"," "
"45.42700","-61.51100"," ","35"," "
"46.71000","-60.36400"," ","250"," "
"45.35000","-64.82400"," ","60"," "
"45.72200","-62.65700"," ","95"," "
"46.65100","-60.95400"," ","160"," "
"46.72600","-60.92500"," ","20"," "
"44.93300","-63.31200"," ","119"," "
"43.93000","-66.00600"," ","87"," "
"45.40800","-64.02100"," ","90"," "
"44.56600","-64.21800"," ","84"," "
"46.65300","-60.40000"," ","90"," "
"44.40500","-65.24900"," ","350"," "
"44.87800","-63.60200"," ","71"," "
"46.81300","-60.76700"," ","10"," "
"46.02600","-60.03700"," ","148"," "
"44.69100","-63.30900"," ","80"," "
"44.58300","-65.44500"," ","15"," "
"44.23200","-64.42400"," ","90"," "
"45.23700","-61.76700"," ","40"," "
"45.01400","-63.96100"," ","86"," "
"43.76500","-65.33800"," ","70"," "
"43.84500","-64.92000"," ","82"," "
"45.62400","-62.62900"," ","45"," "
"44.86900","-65.31800"," ","30"," "
"45.96600","-61.10800"," ","62"," "
"61.36900","-121.82800"," ","19"," "
"61.85400","-121.34300"," ","20"," "
"62.47100","-114.41700"," ","104"," "
"68.36200","-133.73300"," ","28"," "
"60.86400","-115.74400"," ","30"," "
"68.33300","-133.65400"," ","35"," "
"62.56700","-113.98000"," ","63"," "
"60.01000","-111.87100"," ","17"," "
"62.48700","-113.46700"," ","65"," "
"61.14400","-119.84200"," ","20"," "
"60.50800","-116.24900"," ","15"," "
"42.82900","-81.83500"," ","140"," "
"49.75300","-92.64400"," ","98"," "
"45.86600","-77.75600"," "," "," "
"47.34800","-84.62600"," ","38"," "
"43.93500","-79.82000"," ","234"," "
"44.88300","-75.20900"," ","7"," "
"44.84500","-80.00300"," ","333"," "
"42.64800","-80.46800"," ","150"," "
"44.63400","-78.87500"," ","505"," "
"44.60600","-79.47800"," ","182"," "
"42.64500","-81.70800"," "," "," "
"49.90500","-93.47100"," ","198"," "
"44.89900","-77.21300"," ","528"," "
"45.65800","-77.58000"," ","128"," "
"44.47000","-77.73500"," ","60"," "
"43.14300","-80.31100"," ","400"," "
"46.02600","-78.48900"," "," "," "
"43.42100","-79.76200"," ","144"," "
"44.37900","-81.52300"," ","53"," "
"42.89600","-79.64200"," ","380"," "
"42.37500","-82.10700"," ","102"," "
"49.06900","-93.90400"," ","83"," "
"45.56400","-78.59500"," ","242"," "
"44.50200","-76.04100"," ","238"," "
"45.09400","-74.52900","early may-late sep","185"," "
"42.99500","-79.51600"," ","160"," "
"48.33500","-89.21400"," ","30"," "
"46.21900","-82.07500"," ","130"," "
"43.67000","-80.72100"," ","285"," "
"43.24300","-79.73800"," ","100"," "
"45.53900","-78.40400"," "," "," "
"44.53800","-80.35700"," ","172"," "
"45.23300","-81.52000"," ","242"," "
"43.87000","-78.78000"," ","315"," "
"42.70700","-80.56000"," ","45"," "
"44.50500","-81.33500"," "," "," "
"44.54500","-76.77300"," "," "," "
"46.18000","-77.84300"," ","80"," "
"44.18300","-80.79600"," ","200"," "
"44.14600","-79.89900"," ","365"," "
"43.67200","-80.44500"," ","545"," "
"44.34200","-78.53800"," ","300"," "
"48.29000","-79.87000"," ","103"," "
"46.47000","-81.44000"," ","160"," "
"43.71800","-81.63200"," "," "," "
"43.06900","-81.18000"," ","650"," "
"44.98900","-74.99500"," ","170"," "
"44.29000","-77.79000"," ","160"," "
"43.22300","-79.62400"," "," "," "
"47.05600","-79.80400"," ","117"," "
"45.48400","-76.21600"," ","235"," "
"49.83800","-83.91400"," ","46"," "
"45.14900","-74.46900","mid may-late sep"," "," "
"49.18000","-81.27000"," ","66"," "
"45.92500","-80.55900"," ","475"," "
"43.60800","-80.24600"," ","290"," "
"42.80000","-79.99400"," ","230"," "
"46.90600","-81.63500"," ","215"," "
"44.54500","-80.93800"," ","75"," "
"48.61000","-86.29300"," ","67"," "
"44.28600","-78.16800"," ","65"," "
"43.73600","-79.63500"," ","245"," "
"44.30000","-81.58000"," ","125"," "
"44.83300","-75.31700"," ","122"," "
"48.17500","-82.50100"," ","120"," "
"48.40300","-89.62300"," ","169"," "
"45.57200","-78.44100"," ","100"," "
"44.57900","-80.94600"," ","40"," "
"48.57200","-80.88900"," ","137"," "
"46.01500","-81.40100"," ","126"," "
"45.35600","-80.21100"," ","881"," "
"46.08900","-78.87600"," "," "," "
"45.57900","-78.49800"," ","240"," "
"45.32000","-78.02300"," ","65"," "
"43.49100","-80.56800"," ","130"," "
"44.98900","-81.24600"," ","35"," "
"42.87400","-79.42400"," ","300"," "
"42.58100","-80.40400"," ","256"," "
"42.88000","-82.18300"," "," "," "
"44.60700","-76.12900"," ","150"," "
"44.41500","-81.45500"," ","360"," "
"49.69100","-86.90200"," ","85"," "
"45.21600","-74.39600"," "," "," "
