lon,lat,name,type,open,sites,elev,amenities,state
-120.491,39.616,Yuba Pass,NF,early jun-mid oct,20,6765,NH ND 35ft VT DW NS RS ,CA
-117.047,34.052,Yucaipa Regional Park,CP,all year,51,2646,WES DP DW SH ,CA
-115.375,46.073,25 Mile,NF, ,14,1716,NR ,ID
-115.217,43.609,Abbot,NF, ,8,4701,NH ND NS NR ,ID
-113.542,44.961,Agency Creek,BLM, ,4,5448,NH ND VT NW NS NR ,ID
-116.999,48.176,Albeni Cove - Oldtown,COE,mid may-late aug, ,2087,NH ND DW SH RS PA ,ID
-111.695,42.138,Albert Moser,NF,early jun-late oct,9,5233,NH ND VT DW NS RS PA L$ ,ID
-114.878,43.907,Alturas Inlet,NF,early jun-late aug,29,7021,NH ND 32ft NS RS ,ID
-116.132,44.702,Amanita,NF,mid may-mid sep,10,4856,NH ND 40ft VT NW NS RS ,ID
-116.186,44.335,Antelope Annex,NF,early jun-late aug,8,5026,NH ND 30ft VT DW NS RS PA ,ID
-115.536,46.215,Apgar,NF, ,7,1601,NH ND NS NR ,ID
-115.615,46.841,Aquarius,NF, ,9,1870,NR ,ID
-115.924,43.598,Arrowrock Reservoir Dispersed,BOR, , ,3214,NH ND VT NW NS NR ,ID
-115.708,43.901,Bad Bear,NF, ,5,4967,NH ND VT DW NS NR ,ID
-115.711,43.663,Badger Creek,NF, ,5,3330,NH ND 20ft VT DW NS NR ,ID
-114.564,43.745,Baker Creek Camping Area,NF, , ,6939,NH ND NS NR N$ ,ID
-114.949,42.545,Balanced Rock County Park,CP, , ,3563,NH ND NS ,ID
-115.737,43.749,Bald Mountain,NF, ,4,6000,NH ND NS NR ,ID
-116.119,44.074,Banks, , , ,2864,NULL,ID
-115.649,44.326,Barneys,NF,early jul-late oct,6,5354,NH ND 40ft VT NW NS RS ,ID
-114.819,44.263,Basin Creek,NF, ,18,6096,NH ND NS NR ,ID
-115.075,43.606,Baumgartner,NF,mid may-late aug,39,4938,NH ND NS RS PA ,ID
-114.261,44.386,Bayhorse,BLM, , ,5289,NH NR ,ID
-114.479,44.998,Beagle Creek Cua,NF, ,5,6247,NR N$ ,ID
-114.379,42.227,Bear Gulch,NF, ,16,6138,NH ND NS NR ,ID
-111.258,42.032,Bear Lake State Park,SP,mid may-late dec, ,5922,E VT DW RS L$ ,ID
-115.370,44.411,Bear Valley,NF, ,10,6411,NH ND 40ft VT DW NS NR ,ID
-116.668,47.607,Beauty Creek,NF, ,20,2306,NH ND 40ft VT DW NS NR ,ID
-115.146,44.414,Beaver Creek,NF, ,13,6581,NR L$ ,ID
-116.860,48.735,Beaver Creek,NF, ,62,2507,NH ND 35ft VT DW NS NR ,ID
-111.529,42.020,Beaver Creek,NF,early jun-late aug,5,7897,NH ND VT NW NS RS L$ ,ID
-111.906,43.825,Beaver Dick Park,CP, , ,4823,NH ND FT NS N$ ,ID
-116.844,47.474,Bell Bay,NF,mid may-late aug,30,2297,NH ND 22ft VT DW NS RS ,ID
-115.235,44.320,Bench Creek C/G,NF, ,5,6959,NH ND NS NR ,ID
-113.603,42.326,Bennett Springs,NF, ,5,7405,NH ND NS NR ,ID
-115.953,47.793,Berlin Flat,NF, ,9,2805,NH ND 22ft VT DW NS NR ,ID
-114.400,44.411,Big Bayhorse,NF, ,11,8596,NH ND NS NR ,ID
-116.120,47.302,Big Creek,NF, ,9,2395,NH ND 45ft VT DW NS NR N$ ,ID
-113.577,44.609,Big Eightmile /Trailhead,NF, ,19,7562,NH ND NS NR ,ID
-111.118,43.322,Big Elk,NF,mid may-late sep,15,5653,NH ND 45ft VT DW NS RS L$ ,ID
-116.260,44.501,Big Flat,NF, ,16,4117,NH ND NS NR ,ID
-116.098,47.823,Big Hank,NF,early jun-late aug,30,2759,NH ND 22ft VT DW NS RS PA ,ID
-115.443,43.619,Big Roaring River Lake,NF, ,12,8114,NH ND 20ft VT DW NS NR ,ID
-112.097,42.763,Big Springs,NF,mid may-mid sep,31,6742,NH ND 50ft VT DW NS NR L$ ,ID
-111.256,44.498,Big Springs,NF,early jun-late oct,15,6414,NH ND VT DW NS RS ,ID
-115.431,43.622,Big Trinity Lake,NF, ,17,7805,NH ND 20ft VT DW NS NR ,ID
-112.859,44.064,Birch Creek,BLM, , ,5679,NH ND VT DW NS NR N$ ,ID
-115.175,43.621,Bird Creek,NF, ,7,4728,NH ND NS NR ,ID
-115.589,43.796,Black Rock,NF,early may-mid sep,11,4019,NH ND VT DW NS RS ,ID
-111.604,42.843,Blackfoot Reservoir,BLM, ,16,6135,E ND NS NR ,ID
-114.732,44.281,Blind Creek,NF, ,6,6086,NH ND NS NR ,ID
-111.154,43.320,Blowout,NF,mid may-mid sep,15,5650,NH ND 45ft VT DW NS NR L$ ,ID
-115.859,44.360,Boiling Springs,NF, ,7,4052,30ft VT DW NR ,ID
-114.753,44.371,Bonanza Volunteer Camp,NF, ,20,6463,NH ND NS NR ,ID
-115.311,44.151,Bonneville,NF,all year,22,4708,NH ND 60ft VT DW NS RS ,ID
-114.168,42.166,Bostetter,NF, ,22,7156,NH ND NS NR ,ID
-114.544,43.781,Boulder View,NF,mid may-late aug,18,6854,NH ND NS RS ,ID
-114.461,44.038,Boulder White Clouds,BLM,mid may-mid oct, ,6100,NH VT NW NR ,ID
-114.325,43.722,Boundary,NF, ,17,6096,NH ND NS NR ,ID
-115.293,44.531,Boundary Creek /Complex,NF, ,35,5692,NH ND NS NR ,ID
-116.393,46.856,Boville City Park,CP,all year, ,2868,WES DP FT DW NS RS ,ID
-114.881,43.607,Bowns,NF, ,12,5476,NH ND DW NS NR ,ID
-111.405,44.379,Box Canyon,NF,mid may-mid sep,18,6227,NH ND 40ft VT DW NS NR ,ID
-115.443,46.083,Boyd Creek,NF, ,6,1909,NH ND NS NR ,ID
-115.207,45.784,Bridge Creek,NF, ,5,5046,NH ND NS NR ,ID
-116.811,44.741,Brownlee,NF, ,11,4245,NH ND NS NR ,ID
-115.693,42.910,Bruneau Dunes State Park,SP,all year, ,2569,E RS ,ID
-116.332,48.892,Brush Lake,NF,early mar-late nov,7,2749,NH ND NS NR N$ ,ID
-115.540,44.682,Buck Mountain,NF, ,4,6591,NH ND NS NR ,ID
-115.740,44.936,Buckhorn,NF, ,20,3947,NH ND NS NR ,ID
-111.369,44.424,Buffalo,NF,early jun-mid sep,127,6299,E ND 45ft VT DW NS RS ,ID
-115.259,44.301,Bull Trout Lake,NF,all year,30,6965,NH ND 20ft VT NW NS RS PA ,ID
-116.282,47.633,Bumblebee,NF,early jun-late aug,25,2336,NH ND 16ft VT DW NS RS ,ID
-115.913,45.269,Burgdorf,NF, ,6,6283,NH ND NS NR ,ID
-111.425,44.434,Buttermilk,NF,early jun-mid sep,53,6335,E ND 45ft VT DW NS RS ,ID
-116.273,44.655,Cabin Creek,NF, ,12,4199,NH ND NS NR ,ID
-111.215,43.328,Calamity,NF,mid may-late sep,41,5646,NH ND 45ft VT DW NS RS L$ ,ID
-116.102,47.130,Camp 3,NF, ,4,3211,NH ND VT NW NS NR ,ID
-115.709,44.891,Camp Creek,NF, ,7,4104,NH ND NS NR ,ID
-114.858,43.628,Canyon,NF, ,12,5594,NH ND NS NR ,ID
-116.116,44.188,Canyon,NF, ,7,3898,NH ND 30ft VT DW NS NR ,ID
-116.234,46.556,Canyon Creek - Dworshak Reservoir,COE,early apr-late nov, ,1601,NH ND NS NR N$ ,ID
-114.426,43.820,Caribou,NF, ,7,6552,NH DP VT DW NR ,ID
-111.552,42.821,Caribou County Park,CP, , ,6135,NH DP NS ,ID
-116.196,44.327,Cartwright Ridge,NF, ,6,5062,NH ND NS NR ,ID
-114.855,44.256,Casino Creek,NF, ,20,6135,NH ND NS NR ,ID
-115.968,45.829,Castle Creek,NF, ,10,2746,NH ND NS NR ,ID
-116.289,47.051,Cedar Creek,NF, ,10,2772,NH ND 50ft NS NR ,ID
-115.080,46.870,Cedars,NF, ,5,4052,NH ND NS NR ,ID
-116.524,43.299,Celebration County Park,CP, , ,2289,NH ND FT DW NS L$ ,ID
-115.203,43.614,Chaparral,NF, ,20,4642,NH ND NS NR ,ID
-115.810,45.213,Chinook,NF, ,13,5689,NH ND NS NR ,ID
-114.906,44.164,Chinook Bay,NF, ,18,6506,NH ND NS NR ,ID
-113.709,42.069,City of Rocks National Reserve,NP, , ,5400,NH ND NS NR ,ID
-111.532,42.094,Cloverleaf,NF,mid may-mid sep,19,6795,NH ND 35ft FT DW NS RS L$ ,ID
-116.441,44.949,Cold Spring,NF, ,60,4833,NH ND 22ft NS NR ,ID
-116.113,44.195,Cold Springs,NF, ,6,3914,NH ND 30ft VT NW NS NR ,ID
-114.944,46.467,Colgate Camp,NF, ,6,3005,NR ,ID
-115.416,47.159,Conrad Crossing,NF, ,8,3353,NH ND 50ft VT DW NS NR ,ID
-116.169,48.985,Copper Creek,NF,early may-late oct,16,2690,NH ND 32ft PT DW NS NR L$ ,ID
-113.929,43.608,Copper Creek,NF, ,8,6532,NH ND NS NR ,ID
-114.684,45.369,Corn Creek /Boat Ramp,NF, ,30,3028,NH ND NS NR ,ID
-116.025,45.682,Corral Creek,NF, ,8,4721,NR ,ID
-115.883,42.910,Cottonwood - C. J. Strike Reservoir,UTIL, ,25,2460,NH ND VT NS ,ID
-114.080,44.668,Cottonwood Rec Site - Salmon River,BLM, ,13,4679,NH ND VT DW NS NR L$ ,ID
-114.053,45.083,Cougar Point,NF, ,12,6581,NH ND NS NR ,ID
-115.948,42.938,Cove - C. J. Strike Reservoir,BLM, , ,2461,NH ND DW NS NR L$ ,ID
-115.653,44.291,Cozy Cove,NF,early jul-late oct,9,5371,NH ND 40ft VT NW NS RS ,ID
-114.523,45.103,Crags  Complex,NF, ,30,8468,NR ,ID
-115.531,45.794,Crooked River,NF, ,10,4009,NH ND NS NR ,ID
-112.691,42.071,Curlew,NF,mid may-mid sep,4,4700,NH ND VT DW NS RS L$ ,ID
-115.287,43.445,Curlew Creek,NF, ,12,4229,NH ND 20ft VT DW NS RS ,ID
-114.662,44.400,Custer No. 1 C/G,NF, ,8,6726,NH ND NS NR ,ID
-115.283,44.528,Dagger Falls,NF, ,14,5768,NH ND NS NR ,ID
-116.289,46.507,Dam View - Dworshak Reservoir,COE,early apr-late nov, ,2001,NH ND PT NW NS NR ,ID
-111.488,42.107,Davis Canyon Overflow,NF, ,6,6467,NR ,ID
-114.270,44.344,Deadman Hole Dispersed,BLM, ,4,5249,NH ND VT DW NS NR ,ID
-115.659,44.082,Deadwood,NF, ,6,3717,NH ND 40ft VT DW NS NR ,ID
-114.708,45.714,Deep Creek,NF, ,6,4209,NH ND NS NR ,ID
-115.553,44.408,Deer Flat,NF, ,5,6237,NH ND 30ft VT DW NS NR ,ID
-116.220,46.625,Dent Acres - Dworshak Reservoir,COE,mid apr-late nov, ,1965,WES DP DW SH RS PA L$ ,ID
-116.031,47.771,Devils Elbow,NF,early jun-late aug,50,2657,NH ND 22ft VT DW NS RS ,ID
-111.197,42.699,Diamond Creek,NF,mid may-mid sep,8,6913,NH ND VT NW NS NR ,ID
-114.282,42.173,Diamondfield Jack,NF, ,89,7001,NH ND NS NR ,ID
-115.296,45.747,Ditch Creek,NF, ,4,4554,NH ND NS NR N$ ,ID
-115.306,43.528,Dog Creek,NF, ,13,4419,NH ND 30ft VT NW NS NR ,ID
-115.619,46.868,Dog Creek Camp,NF,mid may-late sep,6,2126,NH RS PA ,ID
-116.093,44.726,Donnelly Lakeside City Park,CP, , ,4843,NH DP 24ft VT NS ,ID
-112.143,42.058,Dry Canyon,NF,mid may-mid sep,3,6371,NH ND VT NW NS NR ,ID
-114.535,43.780,Easley,NF,early jun-late aug,16,6601,NH ND NS RS ,ID
-114.329,44.265,East Fork,BLM, ,11,5396,NH VT DW NR ,ID
-116.175,44.331,Eastside,NF,early jun-late aug,6,4990,NH ND 30ft VT DW NS RS ,ID
-114.515,45.305,Ebenezer,NF, ,33,3130,NH ND NS NR ,ID
-115.621,43.963,Edna Creek,NF, ,9,5282,NH ND VT DW NS NR ,ID
-111.855,43.962,Egin Lakes,BLM, ,48,4882,E DP 80ft FT DW NR ,ID
-111.855,43.962,Egin Lakes,BLM, ,48,4882,E DP 80ft FT DW NR ,ID
-114.621,44.426,Eightmile,NF, ,8,6840,NH ND NS NR ,ID
-111.585,42.488,Eightmile Canyon,NF, ,5,6742,NH ND VT NW NS NR ,ID
-116.169,46.772,Elk Creek,NF,all year,24,2831,NH ND NS RS ,ID
-114.645,46.328,Elk Summit,NF, ,15,5840,NH ND NS NR ,ID
-115.291,43.541,Elks Flat,NF,mid may-late sep,36,4380,NH 50ft VT DW RS PA ,ID
-116.324,47.008,Emerald Creek,NF, ,18,2864,NH ND 50ft VT DW NS NR ,ID
-111.557,42.370,Emigration,NF,mid jun-late aug,25,7221,NH ND 45ft FTVT DW NS RS PA L$ ,ID
-115.416,43.400,Evans Creek,NF, ,10,4226,NH ND 20ft VT DW NS NR ,ID
-116.533,48.075,Evans Landing,NF, ,10,2185,NR ,ID
-116.387,44.893,Evergreen,NF,mid may-late oct,19,3947,NH ND NS RS ,ID
-115.385,43.426,Fall Creek,NF, ,20,4236,NR ,ID
-111.361,43.433,Falls,NF,mid may-mid sep,22,5289,NH ND 40ft VT DW NS NR L$ ,ID
-116.546,47.966,Farragut State Park,SP,all year, ,2431,WES DP SH RS ,ID
-114.187,42.163,Father And Sons,NF, ,19,7349,NH NR ,ID
-115.284,44.428,Fir Creek,NF, ,5,6371,NH ND 40ft VT NW NS NR ,ID
-116.081,45.857,Fish Creek,NF, ,11,5092,NH ND NS NR ,ID
-113.824,43.432,Fish Creek Reservoir,BLM, , ,5311,NH ND VT NW NS NR N$ ,ID
-115.541,45.717,Five Mile,NF, ,6,4836,NR ,ID
-114.818,43.542,Five Points,NF, , ,5889,NH ND NS NR ,ID
-115.292,46.721,Flat Creek Camp,NF, ,6,2690,NR ,ID
-111.341,44.496,Flat Rock,NF,mid may-mid sep,38,6440,NH ND 50ft FTVT NW NS NR ,ID
-114.717,44.291,Flat Rock C/G,NF, ,7,6188,NH ND NS NR ,ID
-115.390,47.113,Fly Flat,NF, ,14,3606,NH ND 50ft VT DW NS NR ,ID
-115.310,46.056,Fog Mountain,NF, , ,1912,NR ,ID
-115.691,44.864,Four Mile,NF, ,7,4262,NR ,ID
-116.284,46.404,Freeman Creek - Dworshak State Park,SP,all year,105,2572,WE FT DW SH RS ,ID
-116.108,44.525,French Creek,NF,mid may-mid sep,21,4974,NH ND 40ft VT NW NS RS ,ID
-115.387,45.780,French Gulch,NF, ,5,4203,NH ND NS NR ,ID
-114.065,43.976,Garden Creek,BLM,mid may-mid oct,5,6726,NH ND VT NW NS NR N$ ,ID
-116.435,48.190,Garfield Bay,CP, , ,2228,NH ND 22ft NS ,ID
-116.436,48.188,Garfield Bay Access Area - IFG,SFW, ,28,2072,NH ND VT DW NS RS L$ ,ID
-115.313,46.057,Gedney Creek,NF, , ,1772,NH ND NS NR ,ID
-116.675,47.009,Giant White Pine,NF, ,14,2917,NH ND NS NR ,ID
-114.933,44.200,Glacier View,NF,early jun-mid sep,82,6585,NH DP NS RS ,ID
-115.363,46.069,Glover Creek,NF, ,7,2064,NH ND NS NR ,ID
-115.407,47.137,Gold Flat,NF, ,5,3445,NR ,ID
-115.485,44.936,Golden Gate,NF, ,9,4826,NH ND VT DW NS NR ,ID
-112.238,42.636,Goodenough Creek,BLM, ,13,4739,ND NS NR ,ID
-116.236,43.561,Gowen Field Military,MIL, , ,2816,RS ,ID
-115.275,43.963,Graham Bridge,NF, ,4,5700,NH ND NS NR ,ID
-115.913,46.824,Grandad Creek - Dworshak Reservoir,COE, ,5,1615,NH ND 20ft VT NW NS NR N$ ,ID
-115.151,44.149,Grandjean,NF, ,31,5187,NH ND 22ft NS NR ,ID
-111.314,44.175,Grandview,NF,mid may-mid sep,8,5938,E ND VT DW NS NR ,ID
-115.128,45.725,Granite Springs,NF, ,5,5955,NH ND NS NR ,ID
-111.379,42.937,Gravel Creek,NF,mid may-mid sep,12,6647,NH ND VT NW NS NR ,ID
-111.856,43.037,Graves Creek,BLM, ,5,5869,NH ND VT NW NS NR ,ID
-115.870,43.806,Grayback Gulch,NF,early may-mid sep,18,3921,NH ND 50ft VT NW NS RS ,ID
-116.408,48.178,Green Bay,NF, ,11,2146,NH ND VT NS NR ,ID
-116.168,45.068,Grouse,NF,early jul-late oct,39,6401,NH ND NS RS PA ,ID
-114.338,45.340,Halfway Gulch Cua,NF, ,10,3396,NR ,ID
-115.527,45.509,Halfway House,NF, ,4,5045,NH ND NS NR ,ID
-116.324,45.744,Hammer Creek,BLM, , , ,NH ND NS NR L$ ,ID
-115.898,44.240,Hardscrabble,NF, ,6,3222,NH ND 30ft VT DW NS NR ,ID
-116.788,47.453,Harrison City Campground,CP, , ,2132,E DP DW SH ,ID
-111.507,42.191,Harrys Hollow,NF, ,5,6732,NH ND NS NR ,ID
-112.330,42.512,Hawkins Reservoir,BLM, ,10,5145,NR ,ID
-112.333,42.513,Hawkins Reservoir Access - IFG,BLM, , ,5186,NH ND NS ,ID
-113.190,44.667,Hawley Creek - Lower,NF, ,5,6693,NH ND NS NR ,ID
-115.697,43.909,Hayfork,NF, ,7,5184,NH ND VT DW NS NR L$ ,ID
-116.143,45.202,Hazard Lake,NF,early jul-late oct,24,7073,NH ND NS RS PA ,ID
-111.947,42.323,Heart Mountain Spring,BLM, ,4,5228,NH ND NS NR N$ ,ID
-115.471,44.097,Helende,NF,all year,10,4216,NH ND 30ft VT DW NS RS ,ID
-115.219,47.065,Heller Creek,NF, ,4,4700,NH ND NS NR ,ID
-116.816,45.045,Hells Canyon Park  - Hells Canyon National Rec Area,NF, ,24,1716,E DP VT DW SH NR L$ ,ID
-117.039,46.391,Hells Gate State Park,SP,all year,88, ,WES DP DW SH RS ,ID
-111.373,44.620,Henrys Lake State Park,SP,early jun-late oct, ,6493,E DP DW SH RS ,ID
-113.759,42.546,Heyburn Riverside RV Park,CP, , ,4148,E DW SH ,ID
-116.762,47.377,Heyburn State Park,SP,all year, ,2359,WES RS ,ID
-116.770,47.355,Heyburn State Park,SP,all year, ,2234,WES RS ,ID
-116.686,47.349,Heyburn State Park,SP,all year, ,2149,WES RS ,ID
-115.179,46.832,Hidden Creek,NF, ,15,3701,NH ND NS NR ,ID
-116.178,44.327,Hollywood Point,NF, ,6,4990,NH ND 30ft VT DW NS NR ,ID
-114.530,44.248,Holman Creek,NF, ,10,5758,NH ND NS NR ,ID
-115.648,44.323,Homers,NF, ,10,5335,NR ,ID
-116.477,47.737,Honeysuckle,NF, ,7,2881,NH ND 16ft VT DW NS NR ,ID
-114.458,45.504,Horse Creek Hot Spring,NF, ,9,6093,NH ND NS NR ,ID
-115.916,44.518,Horsethief Reservoir Public Access - IFG,SFW, ,120,5082,NH ND VT DW NS N$ ,ID
-115.920,44.524,Horsethief Reservoir State Park,SP, ,120,5124,NH VT DW NR L$ ,ID
-115.911,44.056,Hot Springs,NF,early jun-mid sep,10,3182,NH ND 40ft VT DW NS NR ,ID
-116.088,47.268,Huckleberry,NF, ,5,3330,NH ND PT NW NS NR N$ ,ID
-116.090,47.267,Huckleberry,BLM, , ,2231,NH DP NS NR L$ ,ID
-116.616,45.084,Huckleberry,NF, ,9,4888,NH ND NS NR ,ID
-115.499,44.888,Ice Hole,NF, ,10,5043,NH VT DW NR ,ID
-115.397,43.483,Ice Springs,NF, ,4,5000,NH ND NS NR ,ID
-112.015,43.511,Idaho Falls North Tourist Park,CP, ,5,4731,NH ND FT NS N$ ,ID
-113.673,42.219,Independence Lakes Basin,NF, ,20,7740,NH ND NS NR N$ ,ID
-115.244,46.001,Indian Hill,NF, ,6,5374,NR ,ID
-114.837,44.673,Indian Springs,NF, ,7,7585,NR ,ID
-113.765,43.649,Iron Bog,NF, ,24,7162,NH ND NS NR ,ID
-115.009,44.199,Iron Creek,NF, ,9,6719,NH NR ,ID
-114.193,44.905,Iron Lake,NF, ,8,8848,NH ND NS NR ,ID
-115.631,46.850,Isabella Landing Camp,NF, ,7,1722,NH ND NS NR ,ID
-116.261,45.418,Island Bar,BLM, , ,1744,NH ND VT NW NS NR ,ID
-115.915,45.280,Jeanette,NF, ,5,6214,NH ND NS NR ,ID
-111.904,43.698,Jefferson County Lake,CP,early may-late sep, ,4856,NH ND NS L$ ,ID
-114.904,46.477,Jerry Johnson,NF, ,23,3235,NH ND NS NR ,ID
-113.681,43.961,Joe T. Fallini - Mackay Reservoir,BLM, , ,6079,NR ,ID
-115.560,46.103,Johnson Bar,NF, ,9,2106,NH ND NS NR ,ID
-113.681,43.961,Joseph T. Fallini,BLM, ,22,6090,WE DP VT NS NR ,ID
-115.143,44.549,Josephus Lake,NF, ,14,7054,NH ND NS NR N$ ,ID
-111.732,43.576,Juniper Co Park,CP, ,100,5248,WES DP FT DW SH RS L$ ,ID
-111.735,43.579,Juniper Park - Ririe Reservoir,CP, ,49,5210,WES ,ID
-115.085,46.721,Kelly Creek Camp,NF, ,7,3179,NH ND NS NR ,ID
-115.255,46.717,Kelly Forks,NF, ,19,2854,NH ND NS NR ,ID
-111.645,43.602,Kelly Island,BLM, ,14,6325,NH ND VT DW NS NR L$ ,ID
-115.875,44.782,Kennally Creek,NF, ,17,5689,NH ND NS NR ,ID
-116.557,47.518,Kilarney Lake,BLM, , ,2451,NH NR ,ID
-115.543,44.072,Kirkham,NF,all year,15,3967,NH ND 60ft VT NW NS RS ,ID
-116.008,47.740,Kit Price,NF,early jun-late aug,53,2555,NH ND 22ft VT DW NS RS PA ,ID
-115.474,46.227,Knife Edge,NF, ,10,1664,NR ,ID
-116.654,44.941,Lafferty,NF, ,8,4301,NH ND NS NR ,ID
-116.646,46.944,Laird Park,NF, ,79,2782,NH ND 22ft NS NR ,ID
-116.047,44.521,Lake Cascade State Park,SP,all year, ,4777,WES RS ,ID
-113.648,42.325,Lake Cleveland,NF, ,40,8366,NH ND NS RS ,ID
-116.023,47.428,Lake Elsie,NF, ,14,5082,NH ND NS NR ,ID
-115.946,44.923,Lake Fork,NF, ,10,5381,NH ND NS NR ,ID
-113.484,42.675,Lake Walcott State Park,SP,all year, ,4196,WES 90ft DW SH RS L$ ,ID
-116.190,44.989,Last Chance,NF, ,35,4715,NH ND NS NR ,ID
-113.559,43.460,Lava Flow - Craters of the Moon National Mon,NP, , ,5801,NH ND NS NR L$ ,ID
-114.390,43.291,Lava Point  - Magic Reservoir,BLM, , ,4803,NH ND VT NW NS NR N$ ,ID
-113.368,44.687,Leadore City Park,CP, , ,5948,NH ND NT NW NS N$ ,ID
-115.630,45.826,Leggett Creek,NF, ,8,3865,NH ND NS NR ,ID
-114.384,46.775,Lewis and Clark,NF, , ,3751,NH ND NS NR ,ID
-116.459,46.771,Little Boulder,NF, ,30,2664,NH ND NS NR ,ID
-115.392,43.348,Little Camas Reservoir,NF, ,10,4941,NH ND 20ft VT DW NS NR ,ID
-115.444,43.629,Little Roaring River Lake,NF, ,4,7900,NH ND NS NR ,ID
-114.029,43.435,Little Wood River - USBR,BOR, , ,5283,NH ND VT DW NS NR N$ ,ID
-115.984,42.945,Locust - C. J. Strike Area,UTIL, , ,2404,NH ND NS ,ID
-115.179,44.408,Lola Creek C/G,NF, ,27,6490,NH ND NS NR ,ID
-115.751,46.295,Lolo Creek,NF, ,11,2890,NH ND NS NR ,ID
-114.693,44.257,Lower Obrien,NF, ,15,5909,NH ND NS NR ,ID
-114.283,42.197,Lower Penstemon,NF,early jun-late aug,5,6600,NH ND NS RS PA ,ID
-116.924,48.550,Luby Bay,NF,mid may-mid sep,52,2546,NH DP 55ft VT DW NS RS ,ID
-114.730,42.210,Lud Drexler Park - Salmon Reservoir,BLM, , ,5026,NH DP FT DW NS NR L$ ,ID
-113.680,43.960,Mackay Reservoir Access Area - IFG,BLM, , ,6091,NH DP NS ,ID
-113.621,43.911,Mackay Tourist Park,CP, , ,5902,E DP ,ID
-115.938,43.610,Macks Creek,COE, , ,3127,NH ND VT DW NS NR ,ID
-114.358,43.255,Magic Reservoir,BLM, , ,4790,NR ,ID
-114.758,45.736,Magruder Crossing,NF, ,15,3832,NR ,ID
-114.542,44.660,Mahoney Complex,NF, ,10,8471,NH ND NS NR ,ID
-112.275,42.350,Malad Summit,NF,mid may-mid nov,11,6247,NH ND VT DW NS RS L$ ,ID
-115.629,47.105,Mammoth Springs,NF, ,8,5643,NH ND 40ft VT DW NS NR ,ID
-116.907,44.412,Mann Creek Recreation Area,BOR,mid apr-late oct, ,2936,NH ND NS RS ,ID
-111.731,42.285,Maple Grove,BLM, ,12,4915,NH ND NS NR ,ID
-112.986,42.678,Massacre Rocks State Park,SP,all year, ,4259,E DP 100ft DW SH RS ,ID
-113.408,43.336,McClendon Spring,BLM, , ,5341,NH ND VT NW NS NR ,ID
-116.897,44.852,McCormick Park,CP,all year,37,1808,WES DP 45ft VT DW SH L$ ,ID
-116.896,44.852,McCormick Park - Hells Canyon National Rec Area,NF, ,139,1814,E DP VT DW SH NR L$ ,ID
-111.101,43.184,McCoy Creek,NF, ,17,5614,NH ND 35ft VT DW NS NR L$ ,ID
-111.400,44.454,McCrea Bridge,NF,mid may-mid sep,23,6335,NH ND 40ft VT DW NS RS ,ID
-116.948,47.069,McCroskey State Park,SP, ,9,3993,VT DW NR N$ ,ID
-114.296,45.034,Mcdonald Flat,NF, ,8,5453,NH ND NS NR ,ID
-113.566,44.802,McFarland Recreation Site,BLM, , ,5400,NH ND NS NR ,ID
-116.728,46.499,McKays Bend,BLM, ,15, ,WES DP FT DW SH NR ,ID
-116.146,48.819,Meadow Creek,NF, ,22,2323,NH ND 22ft PT DW NS NR ,ID
-113.317,44.434,Meadow Lake,NF, ,33,9163,NH ND NS NR ,ID
-111.070,43.557,Mike Harris,NF,mid may-mid sep,12,6581,NH ND 40ft VT DW NS RS L$ ,ID
-111.363,42.810,Mill Canyon,NF,mid may-mid sep,10,6647,NH ND 40ft VT NW NS NR ,ID
-114.440,44.472,Mill Creek,NF, ,12,7572,NH NR ,ID
-113.039,42.430,Mill Flat,NF, ,20,5988,NH ND NS NR ,ID
-116.664,47.784,Mokins Bay,NF, ,16,2270,NH ND 22ft VT DW NS NR ,ID
-116.327,43.920,Montour,BOR, ,18,2531,NH DP VT DW NS NR L$ ,ID
-111.231,42.331,Montpelier Canyon,NF,mid may-mid sep,13,6250,NH ND 35ft VT NW NS RS PA L$ ,ID
-116.419,46.875,Moose Creek,NF, , ,2929,NH ND NS NR ,ID
-116.420,46.874,Moose Creek Reservoir Access - IFG,SFW, ,24,2908,NH ND VT DW NS NR PA L$ ,ID
-113.896,45.233,Morgan Bar,BLM, ,8,3826,NH NR ,ID
-114.230,44.668,Morgan Creek,BLM,mid may-mid oct,4,5543,NH ND VT DW NS NR N$ ,ID
-111.928,43.059,Morgans Bridge,BLM, ,5,5750,NH ND NS NR ,ID
-114.841,44.262,Mormon Bend,NF, ,17,6109,NH ND NS NR ,ID
-114.433,44.518,Mosquito Flat Reservoir,NF, ,18,7014,NH ND NS NR ,ID
-114.915,44.135,Mount Heyburn,NF, ,23,6601,NH DP NS NR ,ID
-115.896,43.072,Mountain Home AFB Military,MIL, , ,3018,RS ,ID
-115.603,44.079,Mountain View,NF, ,14,3848,NH ND 50ft VT NW NS NR ,ID
-114.905,44.162,Mountain View,NF,all year,9,6519,NH DP DW SH RS ,ID
-114.419,43.804,Murdock,NF, ,15,6381,NH DP NS NR ,ID
-114.169,42.462,Murtaugh Lake RV Park,CP, , ,4131,E ND NS ,ID
-114.377,43.266,Myrtle Point  - Magic Reservoir,BLM, , ,4801,NH ND VT NW NS NR ,ID
-116.909,48.795,Navigation,NF, ,5,2480,NH ND VT NW NS NR ,ID
