lon,lat,name,type,open,sites,elev,amenities,state
-95.026,41.399,Sunnyside Park,CP, , , ,E DP DW SH L$ ,IA
-95.025,41.398,Sunnyside Park Campground,CP, , , ,E DP ,IA
-95.175,42.628,Sunrise,CP, ,160, ,E DP DW SH L$ ,IA
-94.953,42.786,Sunset City Park - Albert,CP, , , ,E DP FT DW SH L$ ,IA
-94.846,42.035,Swan Lake State Park,SP, ,110, ,E DP DW SH NR ,IA
-93.855,41.885,Swede Point Park,CP, , , ,E DP DW SH L$ ,IA
-90.739,42.431,Swiss Valley County Park,CP, ,100, ,E DP DW SH ,IA
-92.422,42.225,T. F. Clark Co Park,CP, ,13, ,E ND VT DW NS ,IA
-91.528,41.720,Tailwater  - Coralville Lake,COE, ,30, ,E DP DW SH RS PA L$ ,IA
-94.072,41.021,Thayer Lake Rec Area,CP, , , ,E ,IA
-93.378,41.643,Thomas Mitchell County Park,CP, ,49, ,E ,IA
-93.756,43.262,Thorpe Park,CP, ,15, ,E VT DW L$ ,IA
-91.874,42.456,Three Elms County Park,CP, , , ,NULL,IA
-94.213,41.085,Three Mile Rec Area,CP, ,48, ,E DP SH ,IA
-92.536,42.631,Thunder Woman Park, , , , ,NULL,IA
-93.001,42.088,Timmons Grove County Park,CP, ,18, ,E FT DW NS ,IA
-95.616,43.070,Tjossem County Park,CP, , , ,L$ L$ ,IA
-93.070,42.401,Tower Rock - Steamboat Rock,CP, , , ,NULL,IA
-91.716,42.318,Troy Mills Wapsi Access,CP, , , ,NH ND NT NW NS NR ,IA
-91.385,42.403,Turtle Creek County Park,CP, ,30, ,E DP ,IA
-94.614,43.489,Tuttle Lake Park,CP, ,65, ,E DP DW SH L$ ,IA
-91.881,42.818,Twin Bridges County Park,CP, ,45, ,WE DP ,IA
-92.389,43.014,Twin Ponds Co Park  - East,CP, , , ,NULL,IA
-92.395,43.009,Twin Ponds Co Park  - West,CP, , , ,NULL,IA
-92.725,42.125,Union Grove State Park,SP,all year,26, ,NH ND VT DW NS RS L$ ,IA
-92.569,41.457,Union Mills Access,CP, , , ,NH ,IA
-94.543,42.252,University 40,CP, , , ,NH ND NS ,IA
-91.290,40.772,Upper Augusta Skunk River Access,CP, , , ,NH ,IA
-92.137,43.348,Vernon Springs Turkey River County Park,CP, , , ,E DW SH ,IA
-91.765,42.393,Veterans Memorial County Park,CP, , , ,NH ND NS ,IA
-91.378,40.392,Victory Park,CP, ,5, ,WE DP NS ,IA
-95.043,40.964,Viking Lake State Park,SP,all year,120, ,E DP DW SH RS L$ ,IA
-91.320,41.142,Virginia Grove Rec Area,CP, , , ,E PT L$ ,IA
-91.758,42.866,Volga River  State Rec Area,SRA,all year,41, ,NH DP DW SH RS L$ ,IA
-95.230,40.658,Wabash Trace Park,CP, , , ,E DW SH L$ ,IA
-91.523,42.192,Wakpicada Natural Area,CP, , , ,NH ,IA
-92.991,41.400,Wallashuck - Red Rock Lake,COE,mid apr-late sep,80, ,E DP DW SH RS ,IA
-90.863,41.910,Walnut Grove Co Park,CP, , , ,E FT DW SH L$ ,IA
-93.747,41.538,Walnut Woods State Park,SP,all year,25, ,WES RS ,IA
-91.193,41.187,Wapello Fairgrounds Park,CP, , , ,WE DP ,IA
-91.292,42.100,Wapsipinicon State Park,SP,all year,25, ,E DP DW SH RS L$ ,IA
-91.622,40.939,Water Works Park,CP, ,30, ,E FT DW L$ ,IA
-91.619,40.938,Waterworks Park - Oakland Mills Park,CP, , , ,NH ,IA
-95.682,40.681,Waubonsie State Park,SP,all year,40, ,E DP 60ft DW SH RS L$ ,IA
-92.076,40.646,Waubonsie Trail Park,CP, ,7, ,WES DP ,IA
-91.474,43.258,Waukon City Park,CP, ,42, ,WE DP DW SH L$ ,IA
-91.270,40.757,Welter Recreation Park,CP, , , ,NH ,IA
-92.643,42.636,West Fork Forest Access,CP, , , ,NH ND NT NW NS NR ,IA
-92.757,43.165,West Idlewild County Campground,CP, , , ,NH L$ ,IA
-90.688,41.520,West Lake County Park,CP, ,140, ,40ft ,IA
-91.536,41.725,West Overlook - Coralville Lake,COE, ,90, ,E DP DW SH RS PA ,IA
-96.185,43.431,Westside County Park - Rock Rapids,CP, ,8, ,NULL,IA
-93.024,41.383,Whitebreast - Red Rock Lake,COE,mid apr-mid sep,130, ,E DP DW SH RS ,IA
-91.887,42.194,Wildcat Bluff County Park,CP, ,50, ,E NS ,IA
-92.784,42.750,Wilder City Park,CP, ,48, ,E DP FT DW SH L$ ,IA
-93.082,43.204,Wilkinson - Pioneer County Park,CP, ,42, ,E DP DW SH L$ ,IA
-95.053,41.906,Willow Creek City Park - Manning,CP, , , ,WE DP FT DW L$ ,IA
-96.155,42.803,Willow Creek Park - Le Mars,CP, ,20, ,WE DW SH ,IA
-95.786,41.772,Willow Lake County Rec Area - Woodbine,CP, , , ,E DW SH ,IA
-96.010,41.492,Wilson Island State Rec Area,SRA,all year,135, ,E DP 60ft DW SH RS L$ ,IA
-94.545,40.840,Wilson Lake County Park,CP, ,10, ,E ,IA
-91.489,40.642,Wilson Lake Park - Fort Madison,CP, , , ,E DP ,IA
-94.829,40.730,Windmill Lake Co Park,CP, ,14, ,E ,IA
-94.005,41.328,Winterset City Park,CP, ,34, ,WES DP DW SH ,IA
-93.180,42.773,WKW Conservation Park,CP, , , ,E ND VT NS ,IA
-94.705,43.312,Wolden Rec Area,CP, , , ,E DP DW SH L$ ,IA
-92.793,42.211,Wolf Creek Rec Area,CP, ,22, ,E VT DW L$ ,IA
-92.802,42.893,Wunsch Memorial Park,CP, , , ,E DP NS L$ ,IA
-93.472,41.551,Yellow Banks County Park,CP, ,60, ,E DP DW SH ,IA
-91.228,43.176,Yellow River State Forest,SF,all year,150, ,NH RS L$ ,IA
-95.315,42.030,Yellow Smoke Park,CP, ,60, ,E DP DW SH ,IA
-92.201,41.378,Yenruogis County Park,CP, , , ,NH ND NS ,IA
-90.390,40.986,Allison Lake Storey,CP, , , ,E DP L$ ,IL
-90.768,41.438,Andalusia Slough - Missssippi River,COE, ,25, ,NH ND NS NR ,IL
-90.204,40.195,Anderson Lake State Conservation Area,SCA, ,100, ,NH DP NR ,IL
-90.052,42.449,Apple River Canyon State Park,SP,all year,50, ,WES RS PA ,IL
-90.801,40.453,Argyle Lake State Park,SP,early may-late dec,160, ,E DP DW SH RS PA ,IL
-88.910,37.826,Arrowhead Lake,CP,all year,55, ,WE DP FT DW SH L$ ,IL
-91.479,40.112,Bear Creek - Mississippi River,COE, ,30, ,NH ND NS NR ,IL
-89.976,39.211,Beaver Dam State Park,SP,early apr-late dec,75, ,E DP DW SH RS PA ,IL
-90.939,41.054,Big River State Forest,SF, ,100, ,NH NR ,IL
-88.175,41.838,Blackwell Forest Preserve,CP, ,64, ,E DP FT DW SH RS ,IL
-91.056,41.348,Blanchard Island - Mississippi River,COE, ,35, ,NH ND NS NR ,IL
-90.403,42.287,Blanding Landing - Mississippi River,COE,mid may-mid oct,40, ,E DP DW SH RS PA L$ ,IL
-88.614,39.554,Bo Wood  - Lake Shelbyville,COE,mid apr-late oct,80, ,WES DP SH RS ,IL
-89.236,38.695,Boulder  - Lake Carlyle,COE,mid apr-mid oct,90, ,WES DP DW SH RS PA ,IL
-88.884,37.581,Buck Ridge  -  Lake Of Egypt,NF, ,41, ,NH NR ,IL
-88.194,38.100,Burrell City Park,CP, , , ,E DP DW SH ,IL
-88.244,37.578,Camp Cadiz,NF, ,15, ,NH ND NS NR L$ ,IL
-89.975,40.561,Canton Lake,CP, , , ,E DW SH ,IL
-89.537,40.711,Carl Spindler,CP, , , ,E DP DW SH ,IL
-91.152,40.425,Carthage City Park,CP, , , ,E L$ ,IL
-88.156,37.469,Cave - In - Rock State Park,SP, ,60, ,E DP SH NR ,IL
-88.188,42.446,Chain OLakes State Park,SP,all year,240, ,E DP SH RS PA ,IL
-88.538,38.665,Charley Brown City Park,CP,early apr-late sep, , ,WE DP DW L$ ,IL
-88.788,40.163,Clinton Lake  State Rec Area,SRA,all year,310, ,WES DP 40ft DW SH RS PA ,IL
-89.261,38.657,Coles Creek  - Lake Carlyle,COE,early may-late sep,150, ,WES DP DW SH RS PA ,IL
-89.030,40.642,Comlara County Park,CP, ,137, ,E DP DW SH ,IL
-88.759,39.452,Coon Creek - Shelbyville Lake,COE,early may-late sep,230, ,WES DP DW SH RS ,IL
-89.120,37.740,Crab Orchard  National Wildlife Refuge,NWR, ,250, ,E DP DW SH NR L$ ,IL
-87.899,39.003,Crawford County Fairgrounds,CP, , , ,E DP ,IL
-89.361,38.632,Dam West  - Lake Carlyle,COE,early apr-late oct,110, ,WES DP 100ft DW SH RS PA L$ ,IL
-89.839,39.915,Deer Park,CP, , , ,E DP DW SH ,IL
-90.942,40.959,Delabar State Park,SP,all year,60, ,E DP RS PA ,IL
-88.207,41.377,Des Plaines State Conservation Area,SCA, ,22, ,NH NR ,IL
-88.210,41.311,Desplaines Conservational Park,CP, , , ,E DP DW L$ ,IL
-89.512,37.639,Devils Backbone Park,CP, ,20, ,WES DP FT DW ,IL
-89.111,37.644,Devils Kitchen,NF, ,45, ,E DP SH NR ,IL
-88.666,37.383,Dixon Springs State Park,SP,early apr-late dec,50, ,E DP RS PA ,IL
-89.226,37.984,Du Quoin State Fair Campground,CP, , , ,E DP DW SH ,IL
-88.710,39.501,Eagle Creek State Park,SP,early apr-late dec,55, ,E DP DW SH RS PA ,IL
-89.327,38.663,Eldon Hazlet State Park,SP,all year,350, ,E DP DW SH RS PA ,IL
-88.881,39.866,Faries Park,CP, ,37, ,E DP FT DW SH ,IL
-88.966,37.533,Ferne Clyffe State Park,SP,early apr-late dec,110, ,E DP 40ft SH RS PA ,IL
-90.396,41.567,Fishermans Corner - Mississippi River,COE,early apr-mid oct,55, ,E DP 45ft DW SH RS PA L$ ,IL
-87.564,40.010,Forest Glen County Preserve,CP, ,42, ,E DP SH ,IL
-89.147,36.987,Fort Defiance State Park,SP,all year,16, ,E ND VT NS NR L$ ,IL
-89.909,37.969,Fort Kaskaskia State Park,SP, , , ,E DP NR ,IL
-88.707,37.147,Fort Massac State Park,SP,mid apr-late oct,50, ,E DP DW SH RS PA ,IL
-88.135,39.403,Fox Ridge State Park,SP,all year,45, ,E DP 40ft DW SH RS PA ,IL
-89.860,41.280,Francis City Park,CP, , , ,E DP ,IL
-88.781,40.031,Friends Creek Regional Park,CP, ,35, ,E DP DW SH L$ ,IL
-90.077,40.463,Fulton County Rec Area,CP, ,40, ,E DP DW SH ,IL
-89.194,37.604,Giant City State Park,SP,all year,135, ,E DP 40ft SH RS PA L$ ,IL
-88.373,39.457,Gibson City Park,CP, ,4, ,WE DP DW L$ ,IL
-88.485,37.375,Golconda Marina ,SP, , , ,NH NR ,IL
-87.831,42.321,Great Lakes Naval Military,MIL, , , ,RS ,IL
-90.867,39.426,Great River Road Campground,CP, , , ,E DP ,IL
-89.516,41.631,Green River State Wildlife Area,SP, ,50, ,NH DP NR ,IL
-88.931,38.078,Gun Creek -   Rend Lake,COE,mid mar-late nov,100, ,E DP 60ft DW SH RS PA ,IL
-88.401,38.056,Hamilton County State Conservation Area,SCA,all year,70, ,E DP DW SH RS PA ,IL
-90.982,40.850,Henderson County State Conservation,SCA, ,35, ,NH NR ,IL
-89.714,41.399,Hennepin Canal Parkway State Park,SP, , , ,NH NR ,IL
-88.689,39.317,Hidden Springs State Forest,SP,all year, , ,E DP RS PA ,IL
-87.986,38.250,Hilltop Campground - Grayville,CP, , , ,E DP DW SH L$ ,IL
-89.045,42.439,Hononegah Forest Preserve,CP, ,65, ,E DP DW SH L$ ,IL
-90.066,38.699,Horseshoe Lake Recreation Area,SP,all year,50, ,E DP RS PA L$ ,IL
-89.331,37.118,Horseshoe Lake State Conservation Area - Cairo,SCA,all year,90, ,NH DP DW SH RS PA ,IL
-88.716,41.322,Illini State Park,SP,all year, , ,E DP DW SH RS PA ,IL
-90.403,41.565,Illiniwek Campground,CP, ,60, ,WE DP FT DW SH ,IL
-87.807,42.434,Illinois Beach State Park,SP, ,245, ,E DP DW SH NR ,IL
-90.074,39.996,Jim Edgar Panther Creek WA,SP,all year,75, ,WES DP DW SH RS PA ,IL
-89.521,37.834,Johnson Creek,NF, ,20, ,NH DP NS NR L$ ,IL
-89.891,41.330,Johnson Sauk Trail State Park,SP,early may-late nov,95, ,E DP 40ft DW SH RS PA ,IL
-89.797,40.824,Jubilee College State Park,SP,early may-late dec,165, ,E DP SH RS PA ,IL
-88.477,39.711,Jurgens City Park,CP, , , ,E DP DW SH ,IL
-90.609,39.299,Kampsville River Park,CP, , , ,E DP NS ,IL
-87.979,41.204,Kankakee River State Park,SP,all year,260, ,E DP 40ft SH RS PA ,IL
-90.943,41.098,Keithsburg Riverside Campground,CP, ,60, ,WE DP FT DW SH ,IL
-87.753,40.139,Kickapoo State Park,SP,all year,185, ,E DP 40ft DW SH RS PA ,IL
-89.831,42.422,Lake - Le - Aqua - Na State Park,SP,early may-late dec,170, ,E DP SH RS PA ,IL
-89.316,41.324,Lake De Pue City Park,CP, ,25, ,E ,IL
-89.612,39.195,Lake Lou Yaeger,CP,early apr-late oct, , ,WE DP FT DW SH L$ ,IL
-88.471,39.346,Lake Mattoon Campground East,CP, , , ,WE DP DW SH ,IL
-88.470,39.359,Lake Mattoon Campground West,CP, , , ,WE DP DW SH ,IL
-89.383,37.779,Lake Murphysboro State Park,SP,all year,75, ,E DP DW SH RS PA ,IL
-89.262,39.525,Lake Taylorville City Campground,CP, , , ,E DP ,IL
-87.719,39.339,Lincoln Trail State Park,SP,all year,240, ,E DP SH RS PA ,IL
-89.845,39.981,Lincolns New Salem Historic Site,AUTH, ,200, ,E DP SH ,IL
-88.760,39.434,Lithia Springs - Shelbyville Lake,COE,mid apr-late oct,120, ,WES DP 85ft DW SH RS ,IL
-89.162,37.644,Little Grassy Lake - Crab Orchard NWR,USFW, ,105, ,WES DP FT DW SH NR ,IL
-88.665,40.892,Livingston County 4-H Park,CP, , , ,WE DP FT DW SH ,IL
-90.154,41.898,Lock and Dam 13 - Mississippi River,COE, , , ,NH NR ,IL
-88.739,39.455,Lone Point - Lake Shelbyville,COE,mid may-late aug,100, ,WES DP DW SH RS ,IL
-89.323,42.033,Lowden Memorial State Park,SP,early may-late dec,130, ,E DP DW SH RS PA ,IL
-88.600,42.285,Marengo Ridge County Park,CP,early may-late oct, , ,DP DW L$ ,IL
-87.813,39.448,Mill Creek Park,CP, ,140, ,E DP DW SH ,IL
-90.164,42.144,Mississippi Palisades State Park,SP,all year,241, ,E DP DW SH RS PA ,IL
-88.728,40.413,Moraine View State Park,SP,all year,200, ,E DP 40ft DW SH RS PA ,IL
-89.967,41.841,Morrison Rockwood State Park,SP,early may-late dec,90, ,E DP 40ft DW SH RS PA ,IL
-91.384,40.544,Nauvoo State Park,SP,all year,150, ,E DP DW SH RS PA ,IL
-89.001,38.069,North Sandusky - Rend Lake,COE,early apr-late oct,120, ,WES DP DW SH RS PA ,IL
-88.661,37.409,Oak Point   -   Lake Glendale,NF, ,74, ,E DP DW SH NR L$ ,IL
-88.023,39.659,Oakland City Park,CP, , , ,E ,IL
-87.902,39.004,Oblong Park,CP,all year, , ,E DP DW SH L$ ,IL
-88.773,39.445,Opossum Creek - Shelbyville Lake,COE,mid may-late aug,80, ,WES DP DW SH RS ,IL
-87.695,39.634,Paris City Park,CP, , , ,E DP L$ ,IL
-88.360,42.071,Paul Wolff Campground - Burnidge Wolff Preserve,CP, ,90, ,WE DP FT DW ,IL
-89.321,42.362,Pecatonica River Forest Preserve,CP, ,50, ,E DP DW SH L$ ,IL
-90.542,38.977,Pere Marquette State Park,SP,early may-late dec,80, ,E DP DW SH RS PA ,IL
-88.379,37.603,Pharoah  -  Garden Of The Gods,NF,all year,12, ,NH DW NR L$ ,IL
-89.422,37.516,Pine Hills,NF, ,13, ,NH ND NS NR L$ ,IL
-88.267,37.615,Pine Ridge  -  Pounds Hollow,NF, ,76, ,NH ND NS NR L$ ,IL
-90.761,39.644,Pittsfield City Lake,CP, , , ,E DP L$ ,IL
-88.150,40.284,Prairie Pines Campground,CP, , , ,E DW SH ,IL
-89.926,41.672,Prophetstown State Park,SP,all year,120, ,E DP DW SH RS PA ,IL
-89.425,38.005,Pyramid State Park,SP, ,80, ,NH NR ,IL
-90.408,39.306,Rainey City Park,CP, , , ,NH ND NS N$ ,IL
-89.125,39.159,Ramsey Lake State Park,SP,early apr-mid dec,160, ,E DP 40ft SH RS PA ,IL
-89.805,37.972,Randolph County State Conservation Area,SCA,early apr-late dec,95, ,E RS PA ,IL
-87.836,38.730,Red Hills Lake State Park,SP,early may-late dec,130, ,E DP SH RS PA ,IL
-88.656,37.523,Redbud - Bell Smith Springs,NF, ,21, ,NH NR ,IL
-89.948,40.478,Rice Lake State Conservation Area,SCA, ,35, ,E NR ,IL
-90.066,40.301,Riverfront City Park - Havana,CP,all year,12, ,WE DP DW ,IL
-89.617,39.857,Riverside Park,CP, , , ,E DP DW SH L$ ,IL
-87.742,38.997,Robinson City Park,CP, , , ,E DP ,IL
-88.978,42.370,Rock Cut State Park,SP,all year,240, ,E DP 40ft SH RS PA ,IL
-88.390,37.693,Saline County State Conservation Area,SCA, ,45, ,NH DP NR ,IL
-88.591,38.543,Sam Dale Lake Conservation Area,SCA,all year, , ,E DP RS PA ,IL
-88.122,39.016,Sam Parr State Park,SP,all year,80, ,E RS PA ,IL
-89.866,40.411,Sand Ridge State Forest - Forest City,SF,all year,27, ,NH VT RS PA ,IL
-89.488,39.655,Sangchris Lake State Park,SP,early apr-late oct,185, ,E DP 40ft DW SH RS PA ,IL
-90.553,40.083,Schuy - Rush Park,CP, ,77, ,E DP L$ ,IL
-89.841,38.551,Scott AFB Military,MIL, , , ,E DP FT DW RS ,IL
-89.368,42.276,Seward Bluffs Forest Preserve,CP, , , ,E DP DW SH L$ ,IL
-88.870,41.761,Shabbona Lake State Park,SP,early may-late dec,150, ,E DP DW SH RS PA ,IL
-90.878,41.448,Shady Creek - Mississippi River,COE, , , ,E NR ,IL
-89.471,39.179,Sherwood Forest,CP, , , ,E DP DW SH L$ ,IL
-90.955,39.896,Siloam Springs State Park,SP,all year,180, ,E DP 40ft SH RS PA ,IL
-88.373,40.457,South City (Gibson) Park,CP, , , ,E DP DW SH L$ ,IL
-88.936,38.035,South Marcum  - Rend Lake,COE,early apr-late oct,160, ,WES DP DW SH RS PA L$ ,IL
-89.006,38.059,South Sandusky -  Rend Lake,COE,early apr-late oct,150, ,WES DP DW SH RS PA ,IL
-90.670,40.476,Spring Lake Park - Macomb,CP,early apr-late oct, , ,E DP FT DW SH L$ ,IL
-89.847,40.474,Spring Lake State Conservation Area,SCA, ,70, ,NH DP NR ,IL
-89.011,41.321,Starved Rock State Park,SP,all year,135, ,E DP 40ft DW SH RS PA ,IL
-88.763,38.720,Stephen A. Forbes State Park,SP,mid may-late dec,135, ,E DP DW SH RS PA ,IL
-89.235,42.464,Sugar River Forest Preserve,CP, , , ,NH SH ,IL
-88.641,37.542,Teal Pond,NF,all year, , ,NH ND NS NR N$ ,IL
-90.117,41.949,Thomson Causeway -  Mississippi River,COE,mid may-mid oct,100, ,E DP DW SH RS PA L$ ,IL
-88.233,37.459,Tower Rock,NF, ,35, ,NH ND NS NR ,IL
-89.359,37.482,Trail of Tears State Forest,SF,all year, , ,E ND NS RS PA ,IL
-89.413,37.686,Turkey Bayou,NF, , , ,NH NR N$ ,IL
-88.038,39.697,Walnut Point State Park,SP,all year,60, ,E DP SH RS PA ,IL
-91.446,40.355,Warsaw City Campground,CP, , , ,E DP ,IL
-89.363,38.280,Washington County Lake State Conservation Area,SCA,early apr-late dec,150, ,E DP DW SH RS PA ,IL
-90.012,39.600,Waverly Lake City Park,CP, , , ,NH N$ ,IL
-88.934,38.111,Wayne Fitzgerrell State Park,SP,mid may-late dec,280, ,E DP DW SH RS PA ,IL
-90.898,40.233,Weinberg - King State Park,SP,all year,19, ,E RS PA ,IL
-88.924,40.117,Weldon Springs State Park,SP,all year,75, ,E DP DW SH RS PA ,IL
-89.007,38.068,West Sandusky - Rend Lake,COE, , , ,WE NR ,IL
-89.475,41.993,White Pines Forest State Park,SP,all year,100, ,E SH RS PA ,IL
-88.626,39.535,Whitley Creek - Lake Shelbyville,COE, ,85, ,NR ,IL
-89.796,42.497,Winslow Community Park,CP, , , ,WE DP 30ft NS RS L$ ,IL
-88.687,39.477,Wolf Creek State Park,SP,early apr-late nov,380, ,E DP DW SH RS PA ,IL
-89.437,40.878,Woodford State Conservation Area,SCA, , , ,NH DP NR ,IL
-86.578,41.221,Bass Lake State Beach,SB, ,60, ,E DP DW SH NR ,IN
-85.251,41.444,Bixler Lake City Campground,CP, ,100, ,WE DP DW SH ,IN
-84.998,39.436,Brookville Lake,COE, ,465, ,E DP SH NR ,IN
-86.271,39.177,Brown County State Park,SP,all year,430, ,E DP 40ft SH RS ,IN
-86.097,38.410,Buffalo Trace Co Park,CP, ,64, ,WE DP FT DW SH ,IN
-87.640,37.944,Burdette Park,CP, , , ,E DP DW SH ,IN
-86.027,39.355,Camp Atterbury Military,MIL, , , ,RS ,IN
-87.458,39.944,Cayuga Park Campground,CP, ,29, ,DP ,IN
-86.604,38.199,Celina Recreation Area,NF, ,55, ,E 50ft SH RS ,IN
-85.402,41.341,Chain OLakes State Park,SP,all year,410, ,E DP 40ft DW SH RS ,IN
-85.646,38.449,Charlestown State Park,SP,all year,190, ,WES DP 40ft DW SH RS ,IN
-85.939,38.546,Clark State Forest,SF, ,45, ,NH ND DW NS NR L$ ,IN
-85.418,38.760,Clifty Falls State Park,SP,all year,165, ,E DP RS ,IN
-86.821,38.877,Crane MWR Military,MIL, , , ,E DP FT DW SH RS ,IN
-85.865,38.460,Deam Lake  State Rec Area,SRA,all year,185, ,E DP DW SH RS ,IN
-86.404,40.608,Deer Creek Co Park,CP,mid apr-mid oct, , ,E DW SH RS ,IN
-86.041,38.725,Delaney Creek Park,CP, , , ,E DP DW SH ,IN
-86.885,38.317,Dubois County Park,CP, ,32, ,E DW SH ,IN
-86.983,41.671,Dunewood - Indiana Dunes National Lakeshore,NP, ,78, ,NH SH NR ,IN
-87.417,40.687,Earl Park Rest Area,CP, , , ,E ,IN
-85.809,41.580,Elkhart County Fairgrounds,CP, ,222, ,WES DP DW SH ,IN
-86.783,38.257,Ferdinand State Forest,SP, ,70, ,NH ND NS NR ,IN
-87.372,39.334,Fowler County Park,CP, , , ,E ,IN
-85.019,39.405,Franklin County Park,CP, , , ,WE DP FT DW SH ,IN
-86.573,40.692,French Post Co Park,CP, , , ,NH ND PT NS RS ,IN
-86.589,37.952,German Ridge,NF, ,21, ,NH ND NS NR ,IN
-87.041,38.549,Glendale State Fish and Wildlife Area,SP, ,120, ,E DW SH NR ,IN
-87.244,38.994,Greene - Sullivan State Forest,SF, , , ,NH DP PT DW NS NR L$ ,IN
-86.431,39.013,Hardin Ridge,NF,mid may-late dec,200, ,E DP DW SH RS ,IN
-85.702,38.777,Hardy Lake  State Rec Area,SRA,all year,170, ,E DP DW SH RS L$ ,IN
-87.944,38.090,Harmone State Park,SP,all year,200, ,E DP 40ft DW SH RS ,IN
-87.323,39.490,Hawthorne County Park,CP, , , ,E DP DW SH ,IN
-85.973,39.300,Heflen Co Park,CP, , , ,WE DW NR L$ ,IN
-85.420,41.387,Hidden Diamonds City Park,CP, , , ,WE FT DW L$ ,IN
-87.959,37.814,Hovey Lake State Fish and Wildlife Area,SFW, , , ,NR ,IN
-87.063,41.657,Indiana Dunes State Park,SP,all year,140, ,E DP 40ft DW SH RS ,IN
-85.969,39.361,Irwin City Park,CP, ,12, ,E ND NS RS L$ ,IN
-86.021,38.860,Jackson - Washington State Forest,SF, , , ,NH ND NS NR ,IN
-85.119,41.112,Johnny Appleseed Park,CP, ,40, ,E DP 40ft DW SH ,IN
-86.043,39.380,Johnson County Park,CP, ,50, ,WE DP ,IN
-85.436,40.843,Kil-So-Quah - J. Edward Roush Lake,SRA,all year,90, ,E PT DW RS ,IN
-87.517,38.698,Kimmell City Park,CP, ,10, ,E DP DW SH L$ ,IN
-85.837,41.235,Kosciusko County Fairgrounds,CP, ,40, ,WE DP DW SH ,IN
-85.471,40.893,Lake Clare Park Camp,CP,early may-late oct,18, ,E ,IN
-87.079,39.891,Lake Waveland Park,CP, ,53, ,E DP FT DW SH ,IN
-86.875,39.487,Lieber  State Rec Area,SRA,all year,250, ,E DP SH RS ,IN
-86.996,38.104,Lincoln State Park,SP,all year,270, ,E DP DW SH RS ,IN
-87.539,38.683,Lincoln Trail,SP, , , ,E DP SH NR ,IN
-85.629,40.768,Lost Bridge State Rec Area - Salamonie Lake,SRA, , , ,E DP DW SH NR ,IN
-87.329,38.193,Lynnville Park,CP, ,70, ,E DP 40ft DW SH ,IN
-85.365,38.732,Madison City Park,CP, ,35, ,WES DP DW SH ,IN
-86.722,38.697,Martin State Forest,SF, ,25, ,NH NR ,IN
-86.372,39.375,Mason Ridge - Morgan Monroe State Forest,SP, ,30, ,NR ,IN
-86.726,39.283,McCormicks Creek State Park,SP,all year,220, ,E DP 40ft DW SH RS ,IN
-85.940,40.703,Mississinewa Lake - Miami Recreation Area,SP,all year,430, ,WES DP DW SH RS ,IN
-87.041,38.669,Montgomery Rec Park,CP, , , ,E DP DW SH ,IN
-86.422,39.335,Morgan - Monroe State Forest,SP, ,30, ,NH ND VT DW NS NR L$ ,IN
-84.973,39.488,Mounds  State Rec Area - Brookville Lake,SRA, ,450, ,WES DP FT DW SH RS ,IN
-85.616,40.106,Mounds State Park,SP,all year,75, ,E DP DW SH RS ,IN
-85.582,40.745,Mt. Etna  State Rec Area,SRA, , , ,NR ,IN
-85.616,38.990,Muscatatuck,CP, ,35, ,E DP 60ft DW SH ,IN
-86.658,38.400,Newton Stewart  State Rec Area - Patoka Lake,SRA, ,500, ,E DP FT DW SH NR ,IN
-86.290,38.196,OBannon Woods State Park,SP,all year,280, ,E DP SH RS ,IN
-85.123,40.725,Ouabache State Park,SP,all year,125, ,E DP 40ft DW SH RS ,IN
-87.508,38.724,Ouabache Trails County Park,CP, ,45, ,WE DP DW SH ,IN
-86.844,39.316,Owen Putnam State Forest,SF, ,35, ,NH ND NS NR ,IN
-85.064,38.745,Paul Ogle Riverfront Park,CP, , , ,WE DW ,IN
-86.439,39.083,Paynetown  State Rec Area - Monroe Lake,SRA, ,320, ,E DP FT DW SH RS ,IN
-85.271,41.681,Pigeon River State Fish and Wildlife Area,SP, ,45, ,NH ND NS NR ,IN
-85.842,41.246,Pike Lake County Campground,CP, , , ,E DP DW SH ,IN
-87.157,38.360,Pike State Forest,SF, ,25, ,NH NR ,IN
-85.022,41.708,Pokagon State Park,SP,all year,275, ,E DP DW SH RS ,IN
-86.350,41.537,Potato Creek State Park,SP,all year,290, ,E DP DW SH RS ,IN
-87.469,39.285,Prairie Creek County Park,CP, ,42, ,E DP DW SH ,IN
-85.280,40.139,Prairie Creek Park,CP, ,40, ,E DP DW SH ,IN
-87.255,38.486,Prides Creek Co Park,CP, , , ,NULL,IN
-86.832,40.503,Prophetstown State Park,SP,all year,110, ,WES DP DW SH RS ,IN
-85.002,39.581,Quakertown  State Rec Area - Brookville Lake,SRA, ,450, ,E DP DW SH RS ,IN
-87.075,39.734,Raccoon - Cecil M. Harden Lake,SP,all year,310, ,E DP SH RS L$ ,IN
-86.850,39.399,Rattlesnake - Owen Putnam State Forest,SF, , , ,NH NR ,IN
-87.241,39.017,Res 26 - Greene - Sullivan State Forest,SF, ,25, ,NR ,IN
-86.412,39.263,Riddle Point Park on Lake Lemon, , , , ,NULL,IN
-87.218,39.782,Rockville Lake County Park,CP, ,157, ,WES DP DW SH ,IN
-87.076,40.405,Ross Camp,CP, ,20, ,E DP DW SH NR ,IN
