"place_id","name","owner","eco_id","eco_name","states","acres","facets","veg","footprint","gap_min","gap_max","national_rank","ecoregion_rank","score_veg","score_facet_pct_eco","score_evt_pct_eco","score_intact","score_mgmt","score_desig","landscape_score","selection_score","landform_diff_min","veg_diff_min","combined_diff_50_50","complementarity_acres","quality_cutoff_rank","candidate_pool_size","weight_complementarity","weight_facets","weight_veg","weight_intact","weight_facet_pct_eco","weight_evt_pct_eco","weight_mgmt","weight_desig","run_id","run_ts","run_label","rank_top1000"
"900160","Domeland Wilderness - Sequoia National Forest","UFS",17043,"Sierra Nevada","CA","91848","87","22","0.011",1,1,"75","9","36.2","51.9","25.4","98.5",100,25,"65.57","68.93","16.3","17.3","16.8","16.8",28,140,"0.20","5","5","30","20","20","15","5","706","2026-03-24 16:57:22.192493","iterative_landform_veg_top_pct_floor_v2","469"
"3576","Weminuche Wilderness - San Juan National Forest","UFS",17045,"Southern Rocky Mountains","CO","328624","46","33","0.007",1,1,"137","6","55.2","24.3","41.0","99.0",100,25,"63.08","63.84","5.4","2.1","3.8","3.8",114,570,"0.20","5","5","30","20","20","15","5","673","2026-03-24 16:54:58.689328","iterative_landform_veg_top_pct_floor_v2","470"
"1837","Saddle Mountain Wilderness - Kaibab National Forest","UFS",17091,"Colorado Plateau","AZ","40806","63","32","0.003",1,1,"139","16","53.4","26.2","35.7","99.6",100,25,"62.98","67.86","13.9","34.8","24.4","24.4",33,161,"0.20","5","5","30","20","20","15","5","663","2026-03-24 16:54:13.777996","iterative_landform_veg_top_pct_floor_v2","471"
"5737","Pharaoh Lake Wilderness","SDC",17016,"Northern Appalachian / Acadian","NY","46218","17","36","0.054",1,1,"146","7","60.3","24.7","51.1","92.6",100,25,"62.67","63.47","6.6","1.3","4.0","4.0",41,203,"0.20","5","5","30","20","20","15","5","724","2026-03-24 16:58:39.596227","iterative_landform_veg_top_pct_floor_v2","472"
"2320","Silver Peak Wilderness - Los Padres National Forest","UFS",17085,"California Central Coast","CA","31232","19","28","0.030",1,1,"152","5","46.6","14.7","58.5","95.9",100,25,"62.52","63.44","3.6","5.5","4.6","4.6",19,91,"0.20","5","5","30","20","20","15","5","730","2026-03-24 16:59:05.665572","iterative_landform_veg_top_pct_floor_v2","473"
"1149","Dinosaur National Monument","NPS",17048,"Utah-Wyoming Rocky Mountains","CO, UT","23377","71","32","0.028",2,2,"204","7","53.4","19.7","33.6","96.2",90,75,"61.48","64.22","25.3","2.0","13.7","13.7",62,309,"0.20","5","5","30","20","20","15","5","680","2026-03-24 16:55:30.382072","iterative_landform_veg_top_pct_floor_v2","474"
"1419","Aldo Leopold Wilderness - Gila National Forest","UFS",17027,"Arizona-New Mexico Mountains","NM","203524","34","36","0.003",1,1,"231","6","60.3","17.4","37.1","99.6",100,25,"61.01","63.51","7.4","17.6","12.5","12.5",24,119,"0.20","5","5","30","20","20","15","5","714","2026-03-24 16:57:56.735717","iterative_landform_veg_top_pct_floor_v2","475"
"3046","Lost Cove - Pisgah National Forest","UFS",17021,"Southern Blue Ridge","NC","5685","28","7","0.077",1,1,"234","8","10.3","76.4","12.9","89.4",100,0,"60.98","61.70","7.0","0.1","3.6","3.6",20,97,"0.20","5","5","30","20","20","15","5","679","2026-03-24 16:55:26.055803","iterative_landform_veg_top_pct_floor_v2","476"
"900280","Joshua Tree National Park","NPS",17094,"Mojave Desert","CA","777307","34","20","0.014",1,1,"240","6","32.8","24.3","19.5","98.1",100,100,"60.79","62.25","7.9","6.6","7.3","7.3",36,176,"0.20","5","5","30","20","20","15","5","671","2026-03-24 16:54:49.683731","iterative_landform_veg_top_pct_floor_v2","477"
"2650","Mark O. Hatfield Wilderness - Mt. Hood National Forest","UFS",17049,"West Cascades","OR","39492","62","26","0.005",1,1,"241","7","43.1","19.6","34.4","99.3",100,25,"60.77","62.37","2.4","13.5","8.0","8.0",25,122,"0.20","5","5","30","20","20","15","5","666","2026-03-24 16:54:27.211357","iterative_landform_veg_top_pct_floor_v2","478"
"2791","Black Canyon Wilderness - Ochoco National Forest","UFS",17037,"Middle Rockies - Blue Mountains","OR","12955","47","35","0.015",1,1,"263","10","58.6","12.9","39.7","97.9",100,25,"60.41","62.41","8.7","11.2","10.0","10.0",92,460,"0.20","5","5","30","20","20","15","5","675","2026-03-24 16:55:08.153179","iterative_landform_veg_top_pct_floor_v2","479"
"117","Yuki Wilderness - Arcata Field Office","BLM",17029,"California North Coast","CA","15501","26","22","0.005",1,1,"317","7","36.2","20.3","35.8","99.3",100,25,"59.80","60.52","6.7","0.5","3.6","3.6",13,62,"0.20","5","5","30","20","20","15","5","710","2026-03-24 16:57:39.632356","iterative_landform_veg_top_pct_floor_v2","480"
"2317","Sespe - Frazier IRA - Los Padres National Forest","UFS",17086,"California South Coast","CA","101075","64","23","0.055",2,2,"374","6","37.9","29.6","41.2","92.5",90,0,"59.14","60.76","7.7","8.4","8.1","8.1",25,125,"0.20","5","5","30","20","20","15","5","672","2026-03-24 16:54:54.250259","iterative_landform_veg_top_pct_floor_v2","481"
"4614","Alpine Lakes Wilderness - Wenatchee National Forest","UFS",17031,"East Cascades - Modoc Plateau","WA","244829","52","33","0.008",1,1,"392","3","55.2","13.9","30.1","98.9",100,25,"58.97","60.45","8.5","6.3","7.4","7.4",23,113,"0.20","5","5","30","20","20","15","5","695","2026-03-24 16:56:35.033286","iterative_landform_veg_top_pct_floor_v2","482"
"3156","Blowout Penstemon ACEC - Rawlins Field Office","BLM",17097,"Wyoming Basins","WY","20850","58","27","0.052",2,2,"426","5","44.8","24.5","36.3","92.9",90,25,"58.68","60.40","6.9","10.2","8.6","8.6",20,97,"0.20","5","5","30","20","20","15","5","692","2026-03-24 16:56:22.245868","iterative_landform_veg_top_pct_floor_v2","483"
"1935","Marble Mountain Wilderness - Klamath National Forest","UFS",17035,"Klamath Mountains","CA","223264","41","23","0.004",1,1,"466","6","37.9","18.5","27.4","99.5",100,25,"58.34","59.42","3.7","7.1","5.4","5.4",23,113,"0.20","5","5","30","20","20","15","5","727","2026-03-24 16:58:52.660618","iterative_landform_veg_top_pct_floor_v2","484"
"1958","Cabinet Mountains Wilderness - Kootenai National Forest","UFS",17030,"Canadian Rocky Mountains","MT","53922","31","22","0.011",1,1,"562","8","36.2","9.8","36.4","98.5",100,25,"57.72","59.34","9.6","6.6","8.1","8.1",39,192,"0.20","5","5","30","20","20","15","5","684","2026-03-24 16:55:48.05942","iterative_landform_veg_top_pct_floor_v2","485"
"900283","Kabetogama State Forest","SNR",17023,"Superior Mixed Forest","MN","23884","32","24","0.033",3,3,"604","7","39.7","38.6","42.2","95.5",65,0,"57.45","58.99","12.5","2.9","7.7","7.7",39,192,"0.20","5","5","30","20","20","15","5","677","2026-03-24 16:55:17.361512","iterative_landform_veg_top_pct_floor_v2","486"
"411","Pahute Peak - Black Rock Field Office","BLM",17093,"Great Basin","NV","56896","69","25","0.004",1,1,"689","16","41.4","17.2","23.4","99.5",100,0,"57.02","61.14","10.5","30.6","20.6","20.6",69,343,"0.20","5","5","30","20","20","15","5","665","2026-03-24 16:54:22.308765","iterative_landform_veg_top_pct_floor_v2","487"
"2031","Abert Rim - Lakeview District Lakeview Field Office","BLM",17092,"Columbia Plateau","OR","18010","59","32","0.028",1,1,"729","10","53.4","15.2","27.9","96.2",100,0,"56.84","61.88","36.5","13.9","25.2","25.2",63,311,"0.20","5","5","30","20","20","15","5","729","2026-03-24 16:59:01.215959","iterative_landform_veg_top_pct_floor_v2","488"
"1897","Arrastra Mountain - Kingman Field Office","BLM",17095,"Sonoran Desert","AZ","124288","20","19","0.005",1,1,"750","10","31.0","15.2","33.8","99.3",100,0,"56.69","60.93","21.4","21.0","21.2","21.2",24,116,"0.20","5","5","30","20","20","15","5","712","2026-03-24 16:57:48.117797","iterative_landform_veg_top_pct_floor_v2","489"
"2831","Jupiter Ridge IRA - Olympic National Forest","UFS",17041,"Pacific Northwest Coast","WA","8621","25","22","0.020",2,2,"775","8","36.2","14.2","42.7","97.3",90,0,"56.58","56.92","2.2","1.2","1.7","1.7",12,40,"0.20","5","5","30","20","20","15","5","726","2026-03-24 16:58:48.407302","iterative_landform_veg_top_pct_floor_v2","490"
"6006","Dolly Sods Wilderness","FED",17006,"Central Appalachian Forest","WV","16775","17","21","0.042",1,1,"803","11","34.5","19.0","29.7","94.2",100,25,"56.44","59.66","20.2","12.0","16.1","16.1",47,233,"0.20","5","5","30","20","20","15","5","682","2026-03-24 16:55:39.192561","iterative_landform_veg_top_pct_floor_v2","491"
"2808","Hungry Ridge IRA - Okanogan National Forest","UFS",17040,"Okanagan","WA","8708","32","24","0.051",2,2,"916","11","39.7","21.3","37.1","93.0",90,0,"55.97","59.01","20.1","10.2","15.2","15.2",12,42,"0.20","5","5","30","20","20","15","5","678","2026-03-24 16:55:21.774463","iterative_landform_veg_top_pct_floor_v2","492"
"7458","Sundown Wild Forest","SDC",17010,"High Allegheny Plateau","NY","29120","17","28","0.145",1,1,"976","7","46.6","25.3","44.3","80.1",100,0,"55.75","57.21","14.4","0.1","7.3","7.3",33,163,"0.20","5","5","30","20","20","15","5","713","2026-03-24 16:57:52.441447","iterative_landform_veg_top_pct_floor_v2","493"
"900130","Cow Creek - Upper Missouri Breaks National Monument","BLM",17072,"Northern Great Plains Steppe","MT","12325","34","17","0.056",1,2,"1017","5","27.6","15.6","18.3","92.3",100,75,"55.56","58.76","23.3","8.6","16.0","16.0",27,133,"0.20","5","5","30","20","20","15","5","674","2026-03-24 16:55:03.724221","iterative_landform_veg_top_pct_floor_v2","494"
"3695","Woolstaff IRA - Sequoia National Forest","UFS",17087,"Great Central Valley","CA","37530","31","23","0.075",2,2,"1386","6","37.9","20.2","34.9","89.7",90,0,"54.20","55.58","7.4","6.4","6.9","6.9",12,60,"0.20","5","5","30","20","20","15","5","697","2026-03-24 16:56:43.573277","iterative_landform_veg_top_pct_floor_v2","495"
"900009","Alligator River National Wildlife Refuge","FWS",17036,"Mid-Atlantic Coastal Plain","NC","150879","14","11","0.030",2,2,"1485","5","17.2","25.1","14.4","95.9",90,50,"53.91","54.73","2.8","5.4","4.1","4.1",16,79,"0.20","5","5","30","20","20","15","5","690","2026-03-24 16:56:13.813486","iterative_landform_veg_top_pct_floor_v2","496"
"3882","Sleeping Bear Dunes National Lakeshore","NPS",17009,"Great Lakes","MI","23364","28","31","0.167",2,2,"1646","6","51.7","19.7","28.8","77.1",90,75,"53.45","56.03","20.1","5.6","12.9","12.9",44,219,"0.20","5","5","30","20","20","15","5","702","2026-03-24 16:57:04.873235","iterative_landform_veg_top_pct_floor_v2","497"
"3919","Sierra de las Canas WSA - Socorro Field Office","BLM",17090,"Chihuahuan Desert","NM","13278","30","16","0.010",1,1,"1767","8","25.9","15.8","16.7","98.6",100,0,"53.22","56.62","32.7","1.2","17.0","17.0",12,41,"0.20","5","5","30","20","20","15","5","721","2026-03-24 16:58:26.646517","iterative_landform_veg_top_pct_floor_v2","498"
"2433","Irish Wilderness - Mark Twain National Forest","UFS",17018,"Ozarks","MO","16416","14","8","0.042",1,1,"2314","11","12.1","21.0","11.6","94.2",100,25,"52.02","54.14","21.1","0.1","10.6","10.6",23,113,"0.20","5","5","30","20","20","15","5","728","2026-03-24 16:58:56.934729","iterative_landform_veg_top_pct_floor_v2","499"
"5856","Everglades and Francis S. Taylor Wildlife Management Area","STL",17101,"Tropical Florida","FL","669421","11","15","0.167",3,3,"3312","8","24.1","41.3","36.6","77.1",65,0,"49.96","51.84","0.6","18.1","9.4","9.4",12,23,"0.20","5","5","30","20","20","15","5","701","2026-03-24 16:57:00.610125","iterative_landform_veg_top_pct_floor_v2","500"
"900028","Bear Island Wildlife Management Area","SNR",17044,"South Atlantic Coastal Plain","SC","9205","9","16","0.030",2,2,"3406","7","25.9","9.6","20.0","95.9",90,0,"49.72","51.30","5.7","10.0","7.9","7.9",13,61,"0.20","5","5","30","20","20","15","5","720","2026-03-24 16:58:22.322634","iterative_landform_veg_top_pct_floor_v2","501"
"900037","Beury Mountain Wildlife Management Area","STA",17008,"Cumberlands And Southern Ridge And Valley","WV","9263","33","15","0.079",3,3,"3421","9","24.1","36.3","18.9","89.2",65,0,"49.69","52.27","24.3","1.4","12.9","12.9",19,94,"0.20","5","5","30","20","20","15","5","709","2026-03-24 16:57:35.2992","iterative_landform_veg_top_pct_floor_v2","502"
"2867","Ouachita - Ouachita National Forest","UFS",17017,"Ouachita Mountains","AR","138038","17","11","0.081",2,2,"3789","7","17.2","20.0","16.5","88.9",90,0,"48.80","51.52","27.2","0.0","13.6","13.6",12,45,"0.20","5","5","30","20","20","15","5","705","2026-03-24 16:57:17.908154","iterative_landform_veg_top_pct_floor_v2","503"
"1988","Lake Alice National Wildlife Refuge","FWS",17069,"Dakota Mixed-Grass Prairie","ND","8482","2","6","0.030",2,2,"3987","8","8.6","3.6","11.7","95.9",90,50,"48.29","50.53","9.5","12.9","11.2","11.2",12,14,"0.20","5","5","30","20","20","15","5","699","2026-03-24 16:56:52.009498","iterative_landform_veg_top_pct_floor_v2","504"
"7372","White Earth State Forest","SNR",17020,"Prairie-Forest Border","MN","6892","7","23","0.059",3,3,"4008","6","37.9","7.4","36.8","91.9",65,0,"48.23","49.75","11.4","3.7","7.6","7.6",12,49,"0.20","5","5","30","20","20","15","5","717","2026-03-24 16:58:09.531143","iterative_landform_veg_top_pct_floor_v2","505"
"5922","Big Bend Wildlife Management Area","STL",17032,"East Gulf Coastal Plain","FL","22595","7","25","0.035",3,3,"4157","9","41.4","6.8","29.1","95.2",65,0,"47.74","48.60","8.4","0.2","4.3","4.3",15,75,"0.20","5","5","30","20","20","15","5","681","2026-03-24 16:55:34.954815","iterative_landform_veg_top_pct_floor_v2","506"
"5777","Calcasieu River","SFW",17050,"West Gulf Coastal Plain","LA","8144","7","15","0.152",2,2,"4231","7","24.1","13.7","30.7","79.1",90,0,"47.49","48.19","2.3","4.6","3.5","3.5",12,13,"0.20","5","5","30","20","20","15","5","693","2026-03-24 16:56:26.546643","iterative_landform_veg_top_pct_floor_v2","507"
"900400","October Mountain State Forest","SPR",17012,"Lower New England / Northern Piedmont","MA","9355","15","28","0.172",1,3,"4440","8","46.6","11.7","26.1","76.4",90,0,"46.72","48.22","11.5","3.5","7.5","7.5",12,60,"0.20","5","5","30","20","20","15","5","676","2026-03-24 16:55:12.99412","iterative_landform_veg_top_pct_floor_v2","508"
"900147","Davy Crockett National Forest","UFS",17046,"West Gulf Coastal Plain","TX","155568","11","18","0.131",1,3,"4439","6","29.3","10.6","23.7","82.0",90,0,"46.72","46.96","1.9","0.5","1.2","1.2",12,27,"0.20","5","5","30","20","20","15","5","687","2026-03-24 16:56:01.016136","iterative_landform_veg_top_pct_floor_v2","509"
"6353","Centennial Wilderness Wildlife Management Area","SFW",17011,"Interior Low Plateau","TN","5962","27","7","0.110",3,3,"4512","15","10.3","39.0","10.6","84.9",65,0,"46.41","52.03","55.2","1.0","28.1","28.1",16,76,"0.20","5","5","30","20","20","15","5","670","2026-03-24 16:54:45.235236","iterative_landform_veg_top_pct_floor_v2","510"
"5435","Apishapa","SFW",17066,"Central Shortgrass Prairie","CO","11502","13","15","0.058",3,3,"4676","7","24.1","9.0","24.9","92.0",65,0,"45.69","47.31","14.1","2.1","8.1","8.1",12,26,"0.20","5","5","30","20","20","15","5","683","2026-03-24 16:55:43.757302","iterative_landform_veg_top_pct_floor_v2","511"
"6587","Friendshuh Game Production Area","SFW",17028,"Black Hills","SD","4544","17","8","0.157",3,3,"4688","8","12.1","33.7","22.7","78.5",65,0,"45.65","50.03","35.9","7.9","21.9","21.9",12,10,"0.20","5","5","30","20","20","15","5","664","2026-03-24 16:54:17.802827","iterative_landform_veg_top_pct_floor_v2","512"
"1591","Haw Creek Preserve State Park","STL",17033,"Florida Peninsula","FL","2494","7","8","0.107",1,1,"4824","8","12.1","8.3","9.9","85.3",100,0,"45.01","47.39","9.0","14.8","11.9","11.9",23,112,"0.20","5","5","30","20","20","15","5","669","2026-03-24 16:54:40.747955","iterative_landform_veg_top_pct_floor_v2","513"
"13","Anahuac National Wildlife Refuge","FWS",17063,"Gulf Coast Prairies And Marshes","TX","34911","11","9","0.135",2,2,"4847","8","13.8","11.0","6.3","81.5",90,50,"44.89","45.01","0.5","0.6","0.6","0.6",12,35,"0.20","5","5","30","20","20","15","5","703","2026-03-24 16:57:09.313182","iterative_landform_veg_top_pct_floor_v2","514"
"5308","Cimarron Bluff Wildlife Management Area","SDC",17065,"Central Mixed-Grass Prairie","OK","3075","9","11","0.134",2,2,"4850","10","17.2","10.7","18.2","81.6",90,0,"44.86","47.50","25.6","0.8","13.2","13.2",12,25,"0.20","5","5","30","20","20","15","5","700","2026-03-24 16:56:56.284024","iterative_landform_veg_top_pct_floor_v2","515"
"619","Cache River National Wildlife Refuge","FWS",17013,"Mississippi River Alluvial Plain","AR","2940","6","7","0.101",2,2,"4896","14","10.3","5.8","5.0","86.1",90,50,"44.65","47.91","18.5","14.0","16.3","16.3",16,80,"0.20","5","5","30","20","20","15","5","696","2026-03-24 16:56:39.375975","iterative_landform_veg_top_pct_floor_v2","516"
"6094","Pocomoke River State Forest","SNR",17007,"Chesapeake Bay Lowlands","MD","4281","7","9","0.096",3,3,"5019","11","13.8","23.6","13.0","86.8",65,0,"43.98","46.42","16.2","8.2","12.2","12.2",12,23,"0.20","5","5","30","20","20","15","5","691","2026-03-24 16:56:17.971564","iterative_landform_veg_top_pct_floor_v2","517"
"4603","Waubay National Wildlife Refuge","FWS",17073,"Northern Tallgrass Prairie","SD","4631","7","8","0.165",2,2,"5044","11","12.1","9.1","10.3","77.4",90,50,"43.88","45.40","12.3","2.8","7.6","7.6",12,31,"0.20","5","5","30","20","20","15","5","715","2026-03-24 16:58:01.054619","iterative_landform_veg_top_pct_floor_v2","518"
"900074","Brasher State Forest","SDC",17022,"St. Lawrence - Champlain Valley","NY","11832","7","24","0.257",3,3,"5125","6","39.7","15.0","45.8","64.7",65,0,"43.48","45.26","11.7","6.0","8.9","8.9",12,10,"0.20","5","5","30","20","20","15","5","704","2026-03-24 16:57:13.63052","iterative_landform_veg_top_pct_floor_v2","519"
"7667","Fishing Creek Wildlife Management Area - J. Strom Thurmond Recreation Area","ACE",17019,"Piedmont","GA","2730","9","6","0.099",2,2,"5227","9","8.6","9.7","4.9","86.4",90,0,"43.01","46.15","9.8","21.5","15.7","15.7",14,66,"0.20","5","5","30","20","20","15","5","718","2026-03-24 16:58:13.775311","iterative_landform_veg_top_pct_floor_v2","520"
"2980","Pecos National Historical Park","NPS",17075,"Southern Shortgrass Prairie","NM","6026","14","13","0.139",2,2,"5248","12","20.7","7.6","10.9","80.9",90,0,"42.89","47.95","10.8","39.8","25.3","25.3",12,26,"0.20","5","5","30","20","20","15","5","688","2026-03-24 16:56:05.283776","iterative_landform_veg_top_pct_floor_v2","521"
"4014","Swan Lake National Wildlife Refuge","FWS",17067,"Central Tallgrass Prairie","MO","9891","7","9","0.215",2,2,"5294","6","13.8","10.1","12.8","70.5",90,50,"42.60","44.44","1.2","17.1","9.2","9.2",14,70,"0.20","5","5","30","20","20","15","5","689","2026-03-24 16:56:09.566506","iterative_landform_veg_top_pct_floor_v2","522"
"2006","Lake Hope State Park","SNR",17025,"Western Allegheny Plateau","OH","2622","13","5","0.056",3,3,"5310","14","6.9","15.3","6.7","92.3",65,0,"42.54","45.46","25.5","3.7","14.6","14.6",20,100,"0.20","5","5","30","20","20","15","5","694","2026-03-24 16:56:30.764363","iterative_landform_veg_top_pct_floor_v2","523"
"2061","Land Between The Lakes - Land Between the Lakes Other","UFS",17024,"Upper East Gulf Coastal Plain","KY, TN","168344","23","10","0.103",3,3,"5363","7","15.5","16.0","10.6","85.9",65,0,"42.26","43.12","6.1","2.4","4.3","4.3",12,41,"0.20","5","5","30","20","20","15","5","716","2026-03-24 16:58:05.280335","iterative_landform_veg_top_pct_floor_v2","524"
"5070","Kaw Wildlife Management Area","SDC",17074,"Osage Plains/Flint Hills Prairie","OK","7433","11","7","0.159",3,3,"5758","10","10.3","19.2","11.8","78.2",65,0,"40.22","43.18","22.2","7.3","14.8","14.8",12,32,"0.20","5","5","30","20","20","15","5","668","2026-03-24 16:54:36.246178","iterative_landform_veg_top_pct_floor_v2","525"
"4876","Delaware Bayshore","NGO",17014,"North Atlantic Coast","NJ","2634","4","7","0.172",2,2,"5823","6","10.3","7.4","6.6","76.4",90,0,"39.82","41.22","3.2","10.8","7.0","7.0",12,22,"0.20","5","5","30","20","20","15","5","719","2026-03-24 16:58:17.999844","iterative_landform_veg_top_pct_floor_v2","526"
"6490","Rogue River State Game Area","SNR",17015,"North Central Tillplain","MI","5719","14","23","0.360",3,3,"6156","6","37.9","16.2","35.5","50.6",65,0,"37.55","39.89","18.4","5.0","11.7","11.7",12,33,"0.20","5","5","30","20","20","15","5","722","2026-03-24 16:58:30.965063","iterative_landform_veg_top_pct_floor_v2","527"
"7388","Belton Recreation Area","UNK",17070,"Edwards Plateau","TX","24797","21","14","0.291",3,3,"6169","11","22.4","19.6","20.3","60.1",65,0,"37.46","45.86","16.5","67.5","42.0","42.0",12,18,"0.20","5","5","30","20","20","15","5","707","2026-03-24 16:57:26.578205","iterative_landform_veg_top_pct_floor_v2","528"
"6900","Proctor Recreation Area","UNK",17068,"Crosstimbers And Southern Tallgrass Prairie","TX","9118","9","21","0.225",3,3,"6185","7","34.5","6.7","17.7","69.1",65,0,"37.32","39.94","6.5","19.7","13.1","13.1",12,36,"0.20","5","5","30","20","20","15","5","723","2026-03-24 16:58:35.28413","iterative_landform_veg_top_pct_floor_v2","529"
"4151","Hoover Wilderness - Toiyabe National Forest","UFS",17043,"Sierra Nevada","CA","96860","67","36","0.001",1,1,"42","6","60.3","39.9","42.5","99.9",100,25,"67.64","68.58","2.4","6.9","4.7","4.7",28,140,"0.20","5","5","30","20","20","15","5","706","2026-03-24 16:57:22.192493","iterative_landform_veg_top_pct_floor_v2","530"
"2540","Floy Canyon WSA - Moab Field Office","BLM",17047,"Utah High Plateaus","UT","72122","73","31","0.001",1,1,"52","6","51.7","34.0","51.9","99.9",100,0,"66.83","68.31","4.7","10.1","7.4","7.4",27,132,"0.20","5","5","30","20","20","15","5","725","2026-03-24 16:58:44.039322","iterative_landform_veg_top_pct_floor_v2","531"
"900470","Ross Lake National Recreation Area","NPS",17039,"North Cascades","WA","111248","41","29","0.106",1,3,"63","9","48.3","46.3","72.1","85.5",90,0,"66.41","68.03","14.1","2.0","8.1","8.1",12,42,"0.20","5","5","30","20","20","15","5","711","2026-03-24 16:57:43.875336","iterative_landform_veg_top_pct_floor_v2","532"
"900029","Bears Ears - Indian Creek Unit - Monticello Field Office","BLM",17091,"Colorado Plateau","UT","69592","78","28","0.019",1,2,"77","8","46.6","32.5","31.1","97.4",100,75,"65.26","67.20","15.3","4.1","9.7","9.7",33,161,"0.20","5","5","30","20","20","15","5","663","2026-03-24 16:54:13.777996","iterative_landform_veg_top_pct_floor_v2","533"
"1576","Agua Fria National Monument","BLM",17088,"Apache Highlands","AZ","70880","41","22","0.041",2,2,"95","9","36.2","50.0","30.2","94.4",90,75,"64.59","68.11","24.0","11.2","17.6","17.6",23,115,"0.20","5","5","30","20","20","15","5","708","2026-03-24 16:57:30.954206","iterative_landform_veg_top_pct_floor_v2","534"
"5721","Moose River Plains Wild Forest","SDC",17016,"Northern Appalachian / Acadian","NY","67022","21","31","0.026",1,1,"174","10","51.7","30.6","43.8","96.4",100,0,"61.97","63.43","12.3","2.2","7.3","7.3",41,203,"0.20","5","5","30","20","20","15","5","724","2026-03-24 16:58:39.596227","iterative_landform_veg_top_pct_floor_v2","535"
"2292","Dick Smith Wilderness - Los Padres National Forest","UFS",17085,"California Central Coast","CA","70985","27","22","0.008",1,1,"184","8","36.2","20.9","45.7","98.9",100,25,"61.81","62.35","4.5","0.9","2.7","2.7",19,91,"0.20","5","5","30","20","20","15","5","730","2026-03-24 16:59:05.665572","iterative_landform_veg_top_pct_floor_v2","536"
"3768","Fitzpatrick Wilderness - Shoshone National Forest","UFS",17048,"Utah-Wyoming Rocky Mountains","WY","198900","96","25","0.002",1,1,"200","6","41.4","26.8","26.0","99.7",100,25,"61.55","62.85","6.6","6.4","6.5","6.5",62,309,"0.20","5","5","30","20","20","15","5","680","2026-03-24 16:55:30.382072","iterative_landform_veg_top_pct_floor_v2","537"
"4279","McKenna Peak WSA - Tres Rios Field Office","BLM",17045,"Southern Rocky Mountains","CO","20562","55","28","0.009",1,1,"216","12","46.6","29.1","34.6","98.8",100,0,"61.28","63.82","18.0","7.3","12.7","12.7",114,570,"0.20","5","5","30","20","20","15","5","673","2026-03-24 16:54:58.689328","iterative_landform_veg_top_pct_floor_v2","538"
"2747","Gospel-Hump Wilderness - Nezperce National Forest","UFS",17037,"Middle Rockies - Blue Mountains","ID","195793","74","28","0.002",1,1,"232","9","46.6","20.5","31.5","99.7",100,25,"61.01","62.17","3.6","8.0","5.8","5.8",92,460,"0.20","5","5","30","20","20","15","5","675","2026-03-24 16:55:08.153179","iterative_landform_veg_top_pct_floor_v2","539"
"813","Tray Mountain Wilderness - Chattahoochee National Forest","UFS",17021,"Southern Blue Ridge","GA","7832","21","12","0.084",1,1,"261","9","19.0","57.3","23.2","88.5",100,25,"60.43","61.21","7.7","0.1","3.9","3.9",20,97,"0.20","5","5","30","20","20","15","5","679","2026-03-24 16:55:26.055803","iterative_landform_veg_top_pct_floor_v2","540"
"3265","Cebolla Wilderness - Rio Puerco Field Office","BLM",17027,"Arizona-New Mexico Mountains","NM","61379","60","22","0.005",1,1,"283","9","36.2","30.9","22.1","99.3",100,25,"60.17","63.29","14.4","16.8","15.6","15.6",24,119,"0.20","5","5","30","20","20","15","5","714","2026-03-24 16:57:56.735717","iterative_landform_veg_top_pct_floor_v2","541"
"4776","Waldo Lake Wilderness - Willamette National Forest","UFS",17049,"West Cascades","OR","32920","40","27","0.005",1,1,"381","10","44.8","12.6","35.7","99.3",100,25,"59.08","62.20","12.9","18.2","15.6","15.6",25,122,"0.20","5","5","30","20","20","15","5","666","2026-03-24 16:54:27.211357","iterative_landform_veg_top_pct_floor_v2","542"
"3206","Piper Mountain Wilderness - Ridgecrest Field Office","BLM",17094,"Mojave Desert","CA","72834","38","23","0.004",1,1,"386","7","37.9","27.2","22.7","99.5",100,25,"59.05","61.49","20.1","4.2","12.2","12.2",36,176,"0.20","5","5","30","20","20","15","5","671","2026-03-24 16:54:49.683731","iterative_landform_veg_top_pct_floor_v2","543"
"900134","Cranberry Wilderness","FED",17006,"Central Appalachian Forest","WV","48035","25","18","0.010",1,1,"427","7","29.3","28.1","25.3","98.6",100,25,"58.68","59.08","3.7","0.3","2.0","2.0",47,233,"0.20","5","5","30","20","20","15","5","682","2026-03-24 16:55:39.192561","iterative_landform_veg_top_pct_floor_v2","544"
"4264","Salt River Canyon Wilderness - Tonto National Forest","UFS",17095,"Sonoran Desert","AZ","32114","19","20","0.005",1,1,"477","6","32.8","14.4","35.6","99.3",100,25,"58.21","60.13","5.5","13.7","9.6","9.6",24,116,"0.20","5","5","30","20","20","15","5","712","2026-03-24 16:57:48.117797","iterative_landform_veg_top_pct_floor_v2","545"
"2316","Sawmill - Badlands IRA - Los Padres National Forest","UFS",17086,"California South Coast","CA","45618","58","21","0.038",2,2,"481","9","34.5","26.8","37.5","94.8",90,0,"58.18","59.72","7.2","8.1","7.7","7.7",25,125,"0.20","5","5","30","20","20","15","5","672","2026-03-24 16:54:54.250259","iterative_landform_veg_top_pct_floor_v2","546"
